trait_id,GeneID,Symbol,tax_id,Org_name,Bioentity
cell_surface_UniProtKB,,ITGA4,9606,Homo sapiens,UniProtKB:P13612
cell_surface_UniProtKB,,CD302,9606,Homo sapiens,UniProtKB:Q8IX05
cell_surface_UniProtKB,,LCE1B,9606,Homo sapiens,UniProtKB:Q5T7P3
cell_surface_UniProtKB,,BTLA,9606,Homo sapiens,UniProtKB:Q7Z6A9
cell_surface_UniProtKB,,LCE2D,9606,Homo sapiens,UniProtKB:Q5TA82
cell_surface_UniProtKB,,LCE2C,9606,Homo sapiens,UniProtKB:Q5TA81
cell_surface_UniProtKB,,LCE2A,9606,Homo sapiens,UniProtKB:Q5TA79
cell_surface_UniProtKB,,LCE4A,9606,Homo sapiens,UniProtKB:Q5TA78
cell_surface_UniProtKB,,LCE5A,9606,Homo sapiens,UniProtKB:Q5TCM9
cell_surface_UniProtKB,,LCE1F,9606,Homo sapiens,UniProtKB:Q5T754
cell_surface_UniProtKB,,LCE1E,9606,Homo sapiens,UniProtKB:Q5T753
cell_surface_UniProtKB,,LCE1C,9606,Homo sapiens,UniProtKB:Q5T751
cell_surface_UniProtKB,,CD276,9606,Homo sapiens,UniProtKB:Q5ZPR3
cell_surface_UniProtKB,,LCE3E,9606,Homo sapiens,UniProtKB:Q5T5B0
cell_surface_UniProtKB,,LCE2B,9606,Homo sapiens,UniProtKB:O14633
cell_surface_UniProtKB,,LCE6A,9606,Homo sapiens,UniProtKB:A0A183
cell_surface_UniProtKB,,DSG1,9606,Homo sapiens,UniProtKB:Q02413
cell_surface_UniProtKB,,TMEM131L,9606,Homo sapiens,UniProtKB:A2VDJ0
cell_surface_UniProtKB,,SH3KBP1,9606,Homo sapiens,UniProtKB:Q96B97
cell_surface_UniProtKB,,TMEM237,9606,Homo sapiens,UniProtKB:Q96Q45
cell_surface_UniProtKB,,IGSF21,9606,Homo sapiens,UniProtKB:Q96ID5
cell_surface_UniProtKB,,MCC,9606,Homo sapiens,UniProtKB:P23508
cell_surface_UniProtKB,,TNFRSF13C,9606,Homo sapiens,UniProtKB:Q96RJ3
cell_surface_UniProtKB,,LOC102723996,9606,Homo sapiens,UniProtKB:A0A087X1L8
cell_surface_UniProtKB,,TNFRSF10D,9606,Homo sapiens,UniProtKB:Q9UBN6
cell_surface_UniProtKB,,ANKS1A,9606,Homo sapiens,UniProtKB:Q92625
cell_surface_UniProtKB,,MILR1,9606,Homo sapiens,UniProtKB:Q7Z6M3
cell_surface_UniProtKB,,BOC,9606,Homo sapiens,UniProtKB:Q9BWV1
cell_surface_UniProtKB,,CD99L2,9606,Homo sapiens,UniProtKB:Q8TCZ2
cell_surface_UniProtKB,,TMEM8B,9606,Homo sapiens,UniProtKB:A6NDV4
cell_surface_UniProtKB,,DSC2,9606,Homo sapiens,UniProtKB:Q02487
cell_surface_UniProtKB,,CNTN6,9606,Homo sapiens,UniProtKB:Q9UQ52
cell_surface_UniProtKB,,FRAT2,9606,Homo sapiens,UniProtKB:O75474
cell_surface_UniProtKB,,SHTN1,9606,Homo sapiens,UniProtKB:A0MZ66
cell_surface_UniProtKB,,ARHGEF7,9606,Homo sapiens,UniProtKB:Q14155
cell_surface_UniProtKB,,SEMA4F,9606,Homo sapiens,UniProtKB:O95754
cell_surface_UniProtKB,,DIXDC1,9606,Homo sapiens,UniProtKB:Q155Q3
cell_surface_UniProtKB,,ADGRL3,9606,Homo sapiens,UniProtKB:Q9HAR2
cell_surface_UniProtKB,,EFNA2,9606,Homo sapiens,UniProtKB:O43921
cell_surface_UniProtKB,,AKAP4,9606,Homo sapiens,UniProtKB:Q5JQC9
cell_surface_UniProtKB,,UNC5D,9606,Homo sapiens,UniProtKB:Q6UXZ4
cell_surface_UniProtKB,,UNC5C,9606,Homo sapiens,UniProtKB:O95185
cell_surface_UniProtKB,,IQUB,9606,Homo sapiens,UniProtKB:Q8NA54
cell_surface_UniProtKB,,SELP,9606,Homo sapiens,UniProtKB:P16109
cell_surface_UniProtKB,,EFNB2,9606,Homo sapiens,UniProtKB:P52799
cell_surface_UniProtKB,,CD70,9606,Homo sapiens,UniProtKB:P32970
cell_surface_UniProtKB,,TLN1,9606,Homo sapiens,UniProtKB:Q9Y490
cell_surface_UniProtKB,,FGFBP1,9606,Homo sapiens,UniProtKB:Q14512
cell_surface_UniProtKB,,PLXNB3,9606,Homo sapiens,UniProtKB:Q9ULL4
cell_surface_UniProtKB,,VCL,9606,Homo sapiens,UniProtKB:P18206
cell_surface_UniProtKB,,SPRR2G,9606,Homo sapiens,UniProtKB:Q9BYE4
cell_surface_UniProtKB,,SPRR2A,9606,Homo sapiens,UniProtKB:P35326
cell_surface_UniProtKB,,OTOA,9606,Homo sapiens,UniProtKB:Q7RTW8
cell_surface_UniProtKB,,SPRR2F,9606,Homo sapiens,UniProtKB:Q96RM1
cell_surface_UniProtKB,,SPRR2B,9606,Homo sapiens,UniProtKB:P35325
cell_surface_UniProtKB,,SPRR2D,9606,Homo sapiens,UniProtKB:P22532
cell_surface_UniProtKB,,KRT73,9606,Homo sapiens,UniProtKB:Q86Y46
cell_surface_UniProtKB,,RPTN,9606,Homo sapiens,UniProtKB:Q6XPR3
cell_surface_UniProtKB,,STRN,9606,Homo sapiens,UniProtKB:O43815
cell_surface_UniProtKB,,ITGA2B,9606,Homo sapiens,UniProtKB:P08514
cell_surface_UniProtKB,,DSG2,9606,Homo sapiens,UniProtKB:Q14126
cell_surface_UniProtKB,,TSPEAR,9606,Homo sapiens,UniProtKB:Q8WU66
cell_surface_UniProtKB,,ITGA11,9606,Homo sapiens,UniProtKB:Q9UKX5
cell_surface_UniProtKB,,SEZ6,9606,Homo sapiens,UniProtKB:Q53EL9
cell_surface_UniProtKB,,LMBR1L,9606,Homo sapiens,UniProtKB:Q6UX01
cell_surface_UniProtKB,,SSNA1,9606,Homo sapiens,UniProtKB:O43805
