trait_id,GeneID,Symbol,tax_id,Org_name
cell_surface_NCBI,774,CACNA1B,9606,Homo sapiens
cell_surface_NCBI,775,CACNA1C,9606,Homo sapiens
cell_surface_NCBI,10369,CACNG2,9606,Homo sapiens
cell_surface_NCBI,27092,CACNG4,9606,Homo sapiens
cell_surface_NCBI,23705,CADM1,9606,Homo sapiens
cell_surface_NCBI,799,CALCR,9606,Homo sapiens
cell_surface_NCBI,10203,CALCRL,9606,Homo sapiens
cell_surface_NCBI,811,CALR,9606,Homo sapiens
cell_surface_NCBI,50632,CALY,9606,Homo sapiens
cell_surface_NCBI,820,CAMP,9606,Homo sapiens
cell_surface_NCBI,821,CANX,9606,Homo sapiens
cell_surface_NCBI,726,CAPN5,9606,Homo sapiens
cell_surface_NCBI,843,CASP10,9606,Homo sapiens
cell_surface_NCBI,836,CASP3,9606,Homo sapiens
cell_surface_NCBI,841,CASP8,9606,Homo sapiens
cell_surface_NCBI,846,CASR,9606,Homo sapiens
cell_surface_NCBI,857,CAV1,9606,Homo sapiens
cell_surface_NCBI,859,CAV3,9606,Homo sapiens
cell_surface_NCBI,867,CBL,9606,Homo sapiens
cell_surface_NCBI,23624,CBLC,9606,Homo sapiens
cell_surface_NCBI,152137,CCDC50,9606,Homo sapiens
cell_surface_NCBI,55704,CCDC88A,9606,Homo sapiens
cell_surface_NCBI,887,CCKBR,9606,Homo sapiens
cell_surface_NCBI,6347,CCL2,9606,Homo sapiens
cell_surface_NCBI,6370,CCL25,9606,Homo sapiens
cell_surface_NCBI,6351,CCL4,9606,Homo sapiens
cell_surface_NCBI,6352,CCL5,9606,Homo sapiens
cell_surface_NCBI,1230,CCR1,9606,Homo sapiens
cell_surface_NCBI,2826,CCR10,9606,Homo sapiens
cell_surface_NCBI,729230,CCR2,9606,Homo sapiens
cell_surface_NCBI,1232,CCR3,9606,Homo sapiens
cell_surface_NCBI,1234,CCR5,9606,Homo sapiens
cell_surface_NCBI,1235,CCR6,9606,Homo sapiens
cell_surface_NCBI,1236,CCR7,9606,Homo sapiens
cell_surface_NCBI,10803,CCR9,9606,Homo sapiens
cell_surface_NCBI,9398,CD101,9606,Homo sapiens
cell_surface_NCBI,135228,CD109,9606,Homo sapiens
cell_surface_NCBI,929,CD14,9606,Homo sapiens
cell_surface_NCBI,977,CD151,9606,Homo sapiens
cell_surface_NCBI,11126,CD160,9606,Homo sapiens
cell_surface_NCBI,9332,CD163,9606,Homo sapiens
cell_surface_NCBI,8763,CD164,9606,Homo sapiens
cell_surface_NCBI,57126,CD177,9606,Homo sapiens
cell_surface_NCBI,4064,CD180,9606,Homo sapiens
cell_surface_NCBI,930,CD19,9606,Homo sapiens
cell_surface_NCBI,909,CD1A,9606,Homo sapiens
cell_surface_NCBI,910,CD1B,9606,Homo sapiens
cell_surface_NCBI,911,CD1C,9606,Homo sapiens
cell_surface_NCBI,912,CD1D,9606,Homo sapiens
cell_surface_NCBI,913,CD1E,9606,Homo sapiens
cell_surface_NCBI,914,CD2,9606,Homo sapiens
cell_surface_NCBI,4345,CD200,9606,Homo sapiens
cell_surface_NCBI,131450,CD200R1,9606,Homo sapiens
cell_surface_NCBI,344807,CD200R1L,9606,Homo sapiens
cell_surface_NCBI,30835,CD209,9606,Homo sapiens
cell_surface_NCBI,933,CD22,9606,Homo sapiens
