trait_id,GeneID,Symbol,Org_name,tax_id
transcription_factor_NCBI,5457,POU4F1,Homo sapiens,9606
transcription_factor_NCBI,3868,KRT16,Homo sapiens,9606
transcription_factor_NCBI,9319,TRIP13,Homo sapiens,9606
transcription_factor_NCBI,6909,TBX2,Homo sapiens,9606
transcription_factor_NCBI,6452,SH3BP2,Homo sapiens,9606
transcription_factor_NCBI,5435,POLR2F,Homo sapiens,9606
transcription_factor_NCBI,4774,NFIA,Homo sapiens,9606
transcription_factor_NCBI,9693,RAPGEF2,Homo sapiens,9606
transcription_factor_NCBI,110013312,LOC110013312,Homo sapiens,9606
transcription_factor_NCBI,6492,SIM1,Homo sapiens,9606
transcription_factor_NCBI,23152,CIC,Homo sapiens,9606
transcription_factor_NCBI,816,CAMK2B,Homo sapiens,9606
transcription_factor_NCBI,221037,JMJD1C,Homo sapiens,9606
transcription_factor_NCBI,6658,SOX3,Homo sapiens,9606
transcription_factor_NCBI,4778,NFE2,Homo sapiens,9606
transcription_factor_NCBI,9493,KIF23,Homo sapiens,9606
transcription_factor_NCBI,26298,EHF,Homo sapiens,9606
transcription_factor_NCBI,110283621,LOC110283621,Homo sapiens,9606
transcription_factor_NCBI,5441,POLR2L,Homo sapiens,9606
transcription_factor_NCBI,56254,RNF20,Homo sapiens,9606
transcription_factor_NCBI,5534,PPP3R1,Homo sapiens,9606
transcription_factor_NCBI,5439,POLR2J,Homo sapiens,9606
transcription_factor_NCBI,11198,SUPT16H,Homo sapiens,9606
transcription_factor_NCBI,50,ACO2,Homo sapiens,9606
transcription_factor_NCBI,3437,IFIT3,Homo sapiens,9606
transcription_factor_NCBI,6601,SMARCC2,Homo sapiens,9606
transcription_factor_NCBI,9479,MAPK8IP1,Homo sapiens,9606
transcription_factor_NCBI,25842,ASF1A,Homo sapiens,9606
transcription_factor_NCBI,7027,TFDP1,Homo sapiens,9606
transcription_factor_NCBI,3298,HSF2,Homo sapiens,9606
transcription_factor_NCBI,27022,FOXD3,Homo sapiens,9606
transcription_factor_NCBI,5433,POLR2D,Homo sapiens,9606
transcription_factor_NCBI,22877,MLXIP,Homo sapiens,9606
transcription_factor_NCBI,5525,PPP2R5A,Homo sapiens,9606
transcription_factor_NCBI,5075,PAX1,Homo sapiens,9606
transcription_factor_NCBI,1489,CTF1,Homo sapiens,9606
transcription_factor_NCBI,348980,HCN1,Homo sapiens,9606
transcription_factor_NCBI,5440,POLR2K,Homo sapiens,9606
transcription_factor_NCBI,1676,DFFA,Homo sapiens,9606
transcription_factor_NCBI,1258,CNGB1,Homo sapiens,9606
transcription_factor_NCBI,26574,AATF,Homo sapiens,9606
transcription_factor_NCBI,29119,CTNNA3,Homo sapiens,9606
transcription_factor_NCBI,83595,SOX7,Homo sapiens,9606
transcription_factor_NCBI,79365,BHLHE41,Homo sapiens,9606
transcription_factor_NCBI,23462,HEY1,Homo sapiens,9606
transcription_factor_NCBI,10252,SPRY1,Homo sapiens,9606
transcription_factor_NCBI,489,ATP2A3,Homo sapiens,9606
transcription_factor_NCBI,7994,KAT6A,Homo sapiens,9606
transcription_factor_NCBI,5438,POLR2I,Homo sapiens,9606
transcription_factor_NCBI,23414,ZFPM2,Homo sapiens,9606
transcription_factor_NCBI,406978,MIR199B,Homo sapiens,9606
transcription_factor_NCBI,9563,H6PD,Homo sapiens,9606
transcription_factor_NCBI,53947,A4GALT,Homo sapiens,9606
transcription_factor_NCBI,56938,ARNTL2,Homo sapiens,9606
transcription_factor_NCBI,3381,IBSP,Homo sapiens,9606
transcription_factor_NCBI,6878,TAF6,Homo sapiens,9606
transcription_factor_NCBI,10656,KHDRBS3,Homo sapiens,9606
transcription_factor_NCBI,64131,XYLT1,Homo sapiens,9606
transcription_factor_NCBI,54538,ROBO4,Homo sapiens,9606
transcription_factor_NCBI,112939,NACC1,Homo sapiens,9606
transcription_factor_NCBI,9051,PSTPIP1,Homo sapiens,9606
transcription_factor_NCBI,4793,NFKBIB,Homo sapiens,9606
transcription_factor_NCBI,22807,IKZF2,Homo sapiens,9606
transcription_factor_NCBI,6372,CXCL6,Homo sapiens,9606
transcription_factor_NCBI,9464,HAND2,Homo sapiens,9606
transcription_factor_NCBI,9439,MED23,Homo sapiens,9606
transcription_factor_NCBI,94033,FTMT,Homo sapiens,9606
transcription_factor_NCBI,55388,MCM10,Homo sapiens,9606
transcription_factor_NCBI,6880,TAF9,Homo sapiens,9606
transcription_factor_NCBI,23129,PLXND1,Homo sapiens,9606
transcription_factor_NCBI,2186,BPTF,Homo sapiens,9606
transcription_factor_NCBI,9760,TOX,Homo sapiens,9606
transcription_factor_NCBI,8487,GEMIN2,Homo sapiens,9606
transcription_factor_NCBI,116071,BATF2,Homo sapiens,9606
transcription_factor_NCBI,83439,TCF7L1,Homo sapiens,9606
transcription_factor_NCBI,1749,DLX5,Homo sapiens,9606
transcription_factor_NCBI,7023,TFAP4,Homo sapiens,9606
transcription_factor_NCBI,9111,NMI,Homo sapiens,9606
transcription_factor_NCBI,51567,TDP2,Homo sapiens,9606
transcription_factor_NCBI,1259,CNGA1,Homo sapiens,9606
transcription_factor_NCBI,144455,E2F7,Homo sapiens,9606
transcription_factor_NCBI,2963,GTF2F2,Homo sapiens,9606
transcription_factor_NCBI,11184,MAP4K1,Homo sapiens,9606
transcription_factor_NCBI,2968,GTF2H4,Homo sapiens,9606
transcription_factor_NCBI,22947,DUX4L1,Homo sapiens,9606
transcription_factor_NCBI,4014,LORICRIN,Homo sapiens,9606
transcription_factor_NCBI,26057,ANKRD17,Homo sapiens,9606
transcription_factor_NCBI,3150,HMGN1,Homo sapiens,9606
transcription_factor_NCBI,7482,WNT2B,Homo sapiens,9606
transcription_factor_NCBI,6656,SOX1,Homo sapiens,9606
transcription_factor_NCBI,6239,RREB1,Homo sapiens,9606
transcription_factor_NCBI,3299,HSF4,Homo sapiens,9606
transcription_factor_NCBI,23592,LEMD3,Homo sapiens,9606
transcription_factor_NCBI,8022,LHX3,Homo sapiens,9606
transcription_factor_NCBI,8435,SOAT2,Homo sapiens,9606
transcription_factor_NCBI,5462,POU5F1B,Homo sapiens,9606
transcription_factor_NCBI,7857,SCG2,Homo sapiens,9606
transcription_factor_NCBI,1960,EGR3,Homo sapiens,9606
transcription_factor_NCBI,27125,AFF4,Homo sapiens,9606
transcription_factor_NCBI,6671,SP4,Homo sapiens,9606
transcription_factor_NCBI,6879,TAF7,Homo sapiens,9606
transcription_factor_NCBI,55510,DDX43,Homo sapiens,9606
transcription_factor_NCBI,2921,CXCL3,Homo sapiens,9606
transcription_factor_NCBI,57178,ZMIZ1,Homo sapiens,9606
transcription_factor_NCBI,157,GRK3,Homo sapiens,9606
transcription_factor_NCBI,26586,CKAP2,Homo sapiens,9606
transcription_factor_NCBI,4802,NFYC,Homo sapiens,9606
transcription_factor_NCBI,7545,ZIC1,Homo sapiens,9606
transcription_factor_NCBI,4783,NFIL3,Homo sapiens,9606
transcription_factor_NCBI,59348,ZNF350,Homo sapiens,9606
transcription_factor_NCBI,27330,RPS6KA6,Homo sapiens,9606
transcription_factor_NCBI,8820,HESX1,Homo sapiens,9606
transcription_factor_NCBI,9048,ARTN,Homo sapiens,9606
transcription_factor_NCBI,430,ASCL2,Homo sapiens,9606
transcription_factor_NCBI,4782,NFIC,Homo sapiens,9606
transcription_factor_NCBI,8438,RAD54L,Homo sapiens,9606
transcription_factor_NCBI,6883,TAF12,Homo sapiens,9606
transcription_factor_NCBI,9134,CCNE2,Homo sapiens,9606
transcription_factor_NCBI,6496,SIX3,Homo sapiens,9606
transcription_factor_NCBI,863,CBFA2T3,Homo sapiens,9606
transcription_factor_NCBI,6881,TAF10,Homo sapiens,9606
transcription_factor_NCBI,22797,TFEC,Homo sapiens,9606
transcription_factor_NCBI,79628,SH3TC2,Homo sapiens,9606
transcription_factor_NCBI,6689,SPIB,Homo sapiens,9606
transcription_factor_NCBI,117307477,LOC117307477,Homo sapiens,9606
transcription_factor_NCBI,6484,ST3GAL4,Homo sapiens,9606
transcription_factor_NCBI,90993,CREB3L1,Homo sapiens,9606
transcription_factor_NCBI,389692,MAFA,Homo sapiens,9606
transcription_factor_NCBI,4110,MAGEA11,Homo sapiens,9606
transcription_factor_NCBI,57822,GRHL3,Homo sapiens,9606
transcription_factor_NCBI,57057,TBX20,Homo sapiens,9606
transcription_factor_NCBI,110006319,LOC110006319,Homo sapiens,9606
transcription_factor_NCBI,79671,NLRX1,Homo sapiens,9606
transcription_factor_NCBI,9690,UBE3C,Homo sapiens,9606
transcription_factor_NCBI,23493,HEY2,Homo sapiens,9606
transcription_factor_NCBI,23429,RYBP,Homo sapiens,9606
transcription_factor_NCBI,10154,PLXNC1,Homo sapiens,9606
transcription_factor_NCBI,3223,HOXC6,Homo sapiens,9606
transcription_factor_NCBI,8089,YEATS4,Homo sapiens,9606
transcription_factor_NCBI,406944,MIR153-1,Homo sapiens,9606
transcription_factor_NCBI,4901,NRL,Homo sapiens,9606
transcription_factor_NCBI,4004,LMO1,Homo sapiens,9606
transcription_factor_NCBI,26137,ZBTB20,Homo sapiens,9606
transcription_factor_NCBI,2553,GABPB1,Homo sapiens,9606
transcription_factor_NCBI,5458,POU4F2,Homo sapiens,9606
transcription_factor_NCBI,9496,TBX4,Homo sapiens,9606
transcription_factor_NCBI,54882,ANKHD1,Homo sapiens,9606
transcription_factor_NCBI,23040,MYT1L,Homo sapiens,9606
transcription_factor_NCBI,401,PHOX2A,Homo sapiens,9606
transcription_factor_NCBI,23077,MYCBP2,Homo sapiens,9606
transcription_factor_NCBI,26284,ERAL1,Homo sapiens,9606
transcription_factor_NCBI,57165,GJC2,Homo sapiens,9606
transcription_factor_NCBI,3224,HOXC8,Homo sapiens,9606
transcription_factor_NCBI,51043,ZBTB7B,Homo sapiens,9606
transcription_factor_NCBI,50945,TBX22,Homo sapiens,9606
transcription_factor_NCBI,10522,DEAF1,Homo sapiens,9606
transcription_factor_NCBI,3204,HOXA7,Homo sapiens,9606
transcription_factor_NCBI,3201,HOXA4,Homo sapiens,9606
transcription_factor_NCBI,653,BMP5,Homo sapiens,9606
transcription_factor_NCBI,81031,SLC2A10,Homo sapiens,9606
transcription_factor_NCBI,256297,PTF1A,Homo sapiens,9606
transcription_factor_NCBI,3232,HOXD3,Homo sapiens,9606
transcription_factor_NCBI,3175,ONECUT1,Homo sapiens,9606
transcription_factor_NCBI,3226,HOXC10,Homo sapiens,9606
transcription_factor_NCBI,146057,TTBK2,Homo sapiens,9606
transcription_factor_NCBI,3352,HTR1D,Homo sapiens,9606
transcription_factor_NCBI,6877,TAF5,Homo sapiens,9606
transcription_factor_NCBI,51621,KLF13,Homo sapiens,9606
transcription_factor_NCBI,107133510,LOC107133510,Homo sapiens,9606
transcription_factor_NCBI,110408762,LOC110408762,Homo sapiens,9606
transcription_factor_NCBI,115426,UHRF2,Homo sapiens,9606
transcription_factor_NCBI,20,ABCA2,Homo sapiens,9606
transcription_factor_NCBI,51754,TMEM8B,Homo sapiens,9606
transcription_factor_NCBI,2301,FOXE3,Homo sapiens,9606
transcription_factor_NCBI,23604,DAPK2,Homo sapiens,9606
transcription_factor_NCBI,9913,SUPT7L,Homo sapiens,9606
transcription_factor_NCBI,3229,HOXC13,Homo sapiens,9606
transcription_factor_NCBI,388585,HES5,Homo sapiens,9606
transcription_factor_NCBI,8613,PLPP3,Homo sapiens,9606
transcription_factor_NCBI,25776,CBY1,Homo sapiens,9606
transcription_factor_NCBI,64132,XYLT2,Homo sapiens,9606
transcription_factor_NCBI,4495,MT1G,Homo sapiens,9606
transcription_factor_NCBI,9421,HAND1,Homo sapiens,9606
transcription_factor_NCBI,1746,DLX2,Homo sapiens,9606
transcription_factor_NCBI,6343,SCT,Homo sapiens,9606
transcription_factor_NCBI,5013,OTX1,Homo sapiens,9606
transcription_factor_NCBI,3211,HOXB1,Homo sapiens,9606
transcription_factor_NCBI,392255,GDF6,Homo sapiens,9606
transcription_factor_NCBI,6873,TAF2,Homo sapiens,9606
transcription_factor_NCBI,3131,HLF,Homo sapiens,9606
transcription_factor_NCBI,651,BMP3,Homo sapiens,9606
transcription_factor_NCBI,83463,MXD3,Homo sapiens,9606
transcription_factor_NCBI,79180,EFHD2,Homo sapiens,9606
transcription_factor_NCBI,7090,TLE3,Homo sapiens,9606
transcription_factor_NCBI,81488,POLR2M,Homo sapiens,9606
transcription_factor_NCBI,689,BTF3,Homo sapiens,9606
transcription_factor_NCBI,10945,KDELR1,Homo sapiens,9606
transcription_factor_NCBI,55902,ACSS2,Homo sapiens,9606
transcription_factor_NCBI,9810,RNF40,Homo sapiens,9606
transcription_factor_NCBI,7940,LST1,Homo sapiens,9606
transcription_factor_NCBI,10362,HMG20B,Homo sapiens,9606
transcription_factor_NCBI,9883,POM121,Homo sapiens,9606
transcription_factor_NCBI,7786,MAP3K12,Homo sapiens,9606
transcription_factor_NCBI,11016,ATF7,Homo sapiens,9606
transcription_factor_NCBI,6942,TCF20,Homo sapiens,9606
transcription_factor_NCBI,130399,ACVR1C,Homo sapiens,9606
transcription_factor_NCBI,5463,POU6F1,Homo sapiens,9606
transcription_factor_NCBI,6666,SOX12,Homo sapiens,9606
transcription_factor_NCBI,7342,UBP1,Homo sapiens,9606
transcription_factor_NCBI,64236,PDLIM2,Homo sapiens,9606
transcription_factor_NCBI,8578,SCARF1,Homo sapiens,9606
transcription_factor_NCBI,2063,NR2F6,Homo sapiens,9606
transcription_factor_NCBI,83860,TAF3,Homo sapiens,9606
transcription_factor_NCBI,79733,E2F8,Homo sapiens,9606
transcription_factor_NCBI,84944,MAEL,Homo sapiens,9606
transcription_factor_NCBI,84667,HES7,Homo sapiens,9606
transcription_factor_NCBI,1018,CDK3,Homo sapiens,9606
transcription_factor_NCBI,108961161,LOC108961161,Homo sapiens,9606
transcription_factor_NCBI,3235,HOXD9,Homo sapiens,9606
transcription_factor_NCBI,400500,BCAR4,Homo sapiens,9606
transcription_factor_NCBI,60436,TGIF2,Homo sapiens,9606
transcription_factor_NCBI,2975,GTF3C1,Homo sapiens,9606
transcription_factor_NCBI,402381,SOHLH1,Homo sapiens,9606
transcription_factor_NCBI,58155,PTBP2,Homo sapiens,9606
transcription_factor_NCBI,9915,ARNT2,Homo sapiens,9606
transcription_factor_NCBI,6911,TBX6,Homo sapiens,9606
transcription_factor_NCBI,29079,MED4,Homo sapiens,9606
transcription_factor_NCBI,25885,POLR1A,Homo sapiens,9606
transcription_factor_NCBI,9878,TOX4,Homo sapiens,9606
transcription_factor_NCBI,144165,PRICKLE1,Homo sapiens,9606
transcription_factor_NCBI,407044,MIR7-2,Homo sapiens,9606
transcription_factor_NCBI,57657,HCN3,Homo sapiens,9606
transcription_factor_NCBI,220202,ATOH7,Homo sapiens,9606
transcription_factor_NCBI,7044,LEFTY2,Homo sapiens,9606
transcription_factor_NCBI,11107,PRDM5,Homo sapiens,9606
transcription_factor_NCBI,9686,VGLL4,Homo sapiens,9606
transcription_factor_NCBI,5453,POU3F1,Homo sapiens,9606
transcription_factor_NCBI,11022,TDRKH,Homo sapiens,9606
transcription_factor_NCBI,80114,BICC1,Homo sapiens,9606
transcription_factor_NCBI,2302,FOXJ1,Homo sapiens,9606
transcription_factor_NCBI,374654,KIF7,Homo sapiens,9606
transcription_factor_NCBI,6875,TAF4B,Homo sapiens,9606
transcription_factor_NCBI,9580,SOX13,Homo sapiens,9606
transcription_factor_NCBI,55252,ASXL2,Homo sapiens,9606
transcription_factor_NCBI,128209,KLF17,Homo sapiens,9606
transcription_factor_NCBI,2077,ERF,Homo sapiens,9606
transcription_factor_NCBI,26508,HEYL,Homo sapiens,9606
transcription_factor_NCBI,23090,ZNF423,Homo sapiens,9606
transcription_factor_NCBI,116113,FOXP4,Homo sapiens,9606
transcription_factor_NCBI,55723,ASF1B,Homo sapiens,9606
transcription_factor_NCBI,407045,MIR7-3,Homo sapiens,9606
transcription_factor_NCBI,4762,NEUROG1,Homo sapiens,9606
transcription_factor_NCBI,81033,KCNH6,Homo sapiens,9606
transcription_factor_NCBI,57496,MRTFB,Homo sapiens,9606
transcription_factor_NCBI,106721785,LOC106721785,Homo sapiens,9606
transcription_factor_NCBI,22976,PAXIP1,Homo sapiens,9606
transcription_factor_NCBI,140576,S100A16,Homo sapiens,9606
transcription_factor_NCBI,6882,TAF11,Homo sapiens,9606
transcription_factor_NCBI,159296,NKX2-3,Homo sapiens,9606
transcription_factor_NCBI,9044,BTAF1,Homo sapiens,9606
transcription_factor_NCBI,3225,HOXC9,Homo sapiens,9606
transcription_factor_NCBI,4821,NKX2-2,Homo sapiens,9606
transcription_factor_NCBI,405754,ERVFRD-1,Homo sapiens,9606
transcription_factor_NCBI,11083,DIDO1,Homo sapiens,9606
transcription_factor_NCBI,23097,CDK19,Homo sapiens,9606
transcription_factor_NCBI,6668,SP2,Homo sapiens,9606
transcription_factor_NCBI,9095,TBX19,Homo sapiens,9606
transcription_factor_NCBI,27302,BMP10,Homo sapiens,9606
transcription_factor_NCBI,9205,ZMYM5,Homo sapiens,9606
transcription_factor_NCBI,10538,BATF,Homo sapiens,9606
transcription_factor_NCBI,57060,PCBP4,Homo sapiens,9606
transcription_factor_NCBI,79711,IPO4,Homo sapiens,9606
transcription_factor_NCBI,2297,FOXD1,Homo sapiens,9606
transcription_factor_NCBI,136259,KLF14,Homo sapiens,9606
transcription_factor_NCBI,2005,ELK4,Homo sapiens,9606
transcription_factor_NCBI,80306,MED28,Homo sapiens,9606
transcription_factor_NCBI,9603,NFE2L3,Homo sapiens,9606
transcription_factor_NCBI,10042,HMGXB4,Homo sapiens,9606
transcription_factor_NCBI,1054,CEBPG,Homo sapiens,9606
transcription_factor_NCBI,344018,FIGLA,Homo sapiens,9606
transcription_factor_NCBI,64641,EBF2,Homo sapiens,9606
transcription_factor_NCBI,4066,LYL1,Homo sapiens,9606
transcription_factor_NCBI,442894,MIR302B,Homo sapiens,9606
transcription_factor_NCBI,6665,SOX15,Homo sapiens,9606
transcription_factor_NCBI,1877,E4F1,Homo sapiens,9606
transcription_factor_NCBI,65986,ZBTB10,Homo sapiens,9606
transcription_factor_NCBI,168400,DDX53,Homo sapiens,9606
transcription_factor_NCBI,2300,FOXL1,Homo sapiens,9606
transcription_factor_NCBI,9096,TBX18,Homo sapiens,9606
transcription_factor_NCBI,3899,AFF3,Homo sapiens,9606
transcription_factor_NCBI,7275,TUB,Homo sapiens,9606
transcription_factor_NCBI,11063,SOX30,Homo sapiens,9606
transcription_factor_NCBI,3097,HIVEP2,Homo sapiens,9606
transcription_factor_NCBI,107303343,LOC107303343,Homo sapiens,9606
transcription_factor_NCBI,905,CCNT2,Homo sapiens,9606
transcription_factor_NCBI,4335,MNT,Homo sapiens,9606
transcription_factor_NCBI,359948,IRF2BP2,Homo sapiens,9606
transcription_factor_NCBI,3221,HOXC4,Homo sapiens,9606
transcription_factor_NCBI,204851,HIPK1,Homo sapiens,9606
transcription_factor_NCBI,30812,SOX8,Homo sapiens,9606
transcription_factor_NCBI,9581,PREPL,Homo sapiens,9606
transcription_factor_NCBI,7975,MAFK,Homo sapiens,9606
transcription_factor_NCBI,7544,ZFY,Homo sapiens,9606
transcription_factor_NCBI,10589,DRAP1,Homo sapiens,9606
transcription_factor_NCBI,171017,ZNF384,Homo sapiens,9606
transcription_factor_NCBI,54937,SOHLH2,Homo sapiens,9606
transcription_factor_NCBI,90134,KCNH7,Homo sapiens,9606
transcription_factor_NCBI,64216,TFB2M,Homo sapiens,9606
transcription_factor_NCBI,64764,CREB3L2,Homo sapiens,9606
transcription_factor_NCBI,110351180,LOC110351180,Homo sapiens,9606
transcription_factor_NCBI,2657,GDF1,Homo sapiens,9606
transcription_factor_NCBI,51274,KLF3,Homo sapiens,9606
transcription_factor_NCBI,79094,CHAC1,Homo sapiens,9606
transcription_factor_NCBI,9604,RNF14,Homo sapiens,9606
transcription_factor_NCBI,1046,CDX4,Homo sapiens,9606
transcription_factor_NCBI,110467516,LOC110467516,Homo sapiens,9606
transcription_factor_NCBI,7008,TEF,Homo sapiens,9606
transcription_factor_NCBI,353500,BMP8A,Homo sapiens,9606
transcription_factor_NCBI,2299,FOXI1,Homo sapiens,9606
transcription_factor_NCBI,106128901,TH2-LCR,Homo sapiens,9606
transcription_factor_NCBI,39,ACAT2,Homo sapiens,9606
transcription_factor_NCBI,55509,BATF3,Homo sapiens,9606
transcription_factor_NCBI,3234,HOXD8,Homo sapiens,9606
transcription_factor_NCBI,5365,PLXNB3,Homo sapiens,9606
transcription_factor_NCBI,143686,SESN3,Homo sapiens,9606
transcription_factor_NCBI,116448,OLIG1,Homo sapiens,9606
transcription_factor_NCBI,9334,B4GALT5,Homo sapiens,9606
transcription_factor_NCBI,4799,NFX1,Homo sapiens,9606
transcription_factor_NCBI,132625,ZFP42,Homo sapiens,9606
transcription_factor_NCBI,83992,CTTNBP2,Homo sapiens,9606
transcription_factor_NCBI,222546,RFX6,Homo sapiens,9606
transcription_factor_NCBI,5455,POU3F3,Homo sapiens,9606
transcription_factor_NCBI,4617,MYF5,Homo sapiens,9606
transcription_factor_NCBI,54039,PCBP3,Homo sapiens,9606
transcription_factor_NCBI,80736,SLC44A4,Homo sapiens,9606
transcription_factor_NCBI,7181,NR2C1,Homo sapiens,9606
transcription_factor_NCBI,51320,MEX3C,Homo sapiens,9606
transcription_factor_NCBI,7029,TFDP2,Homo sapiens,9606
transcription_factor_NCBI,6945,MLX,Homo sapiens,9606
transcription_factor_NCBI,80317,ZKSCAN3,Homo sapiens,9606
transcription_factor_NCBI,5991,RFX3,Homo sapiens,9606
transcription_factor_NCBI,9573,GDF3,Homo sapiens,9606
transcription_factor_NCBI,285335,SLC9C1,Homo sapiens,9606
transcription_factor_NCBI,55558,PLXNA3,Homo sapiens,9606
transcription_factor_NCBI,23082,PPRC1,Homo sapiens,9606
transcription_factor_NCBI,51278,IER5,Homo sapiens,9606
transcription_factor_NCBI,7005,TEAD3,Homo sapiens,9606
transcription_factor_NCBI,9480,ONECUT2,Homo sapiens,9606
transcription_factor_NCBI,51008,ASCC1,Homo sapiens,9606
transcription_factor_NCBI,118430,MUCL1,Homo sapiens,9606
transcription_factor_NCBI,55578,SUPT20H,Homo sapiens,9606
transcription_factor_NCBI,84701,COX4I2,Homo sapiens,9606
transcription_factor_NCBI,3233,HOXD4,Homo sapiens,9606
transcription_factor_NCBI,375775,PNPLA7,Homo sapiens,9606
transcription_factor_NCBI,388112,NANOGP8,Homo sapiens,9606
transcription_factor_NCBI,6604,SMARCD3,Homo sapiens,9606
transcription_factor_NCBI,51406,NOL7,Homo sapiens,9606
transcription_factor_NCBI,10637,LEFTY1,Homo sapiens,9606
transcription_factor_NCBI,9325,TRIP4,Homo sapiens,9606
transcription_factor_NCBI,84969,TOX2,Homo sapiens,9606
transcription_factor_NCBI,112950,MED8,Homo sapiens,9606
transcription_factor_NCBI,6884,TAF13,Homo sapiens,9606
transcription_factor_NCBI,117134604,LOC117134604,Homo sapiens,9606
transcription_factor_NCBI,9466,IL27RA,Homo sapiens,9606
transcription_factor_NCBI,111674464,LOC111674464,Homo sapiens,9606
transcription_factor_NCBI,5992,RFX4,Homo sapiens,9606
transcription_factor_NCBI,27097,TAF5L,Homo sapiens,9606
transcription_factor_NCBI,10691,GMEB1,Homo sapiens,9606
transcription_factor_NCBI,5613,PRKX,Homo sapiens,9606
transcription_factor_NCBI,257218,SHPRH,Homo sapiens,9606
transcription_factor_NCBI,200933,FBXO45,Homo sapiens,9606
transcription_factor_NCBI,1260,CNGA2,Homo sapiens,9606
transcription_factor_NCBI,284252,KCTD1,Homo sapiens,9606
transcription_factor_NCBI,389136,VGLL3,Homo sapiens,9606
transcription_factor_NCBI,63973,NEUROG2,Homo sapiens,9606
transcription_factor_NCBI,55893,ZNF395,Homo sapiens,9606
transcription_factor_NCBI,84206,MEX3B,Homo sapiens,9606
transcription_factor_NCBI,93621,MRFAP1,Homo sapiens,9606
transcription_factor_NCBI,6837,MED22,Homo sapiens,9606
transcription_factor_NCBI,129685,TAF8,Homo sapiens,9606
transcription_factor_NCBI,406945,MIR153-2,Homo sapiens,9606
transcription_factor_NCBI,117600004,LOC117600004,Homo sapiens,9606
transcription_factor_NCBI,2971,GTF3A,Homo sapiens,9606
transcription_factor_NCBI,55065,SLC52A1,Homo sapiens,9606
transcription_factor_NCBI,8463,TEAD2,Homo sapiens,9606
transcription_factor_NCBI,55423,SIRPG,Homo sapiens,9606
transcription_factor_NCBI,29995,LMCD1,Homo sapiens,9606
transcription_factor_NCBI,10716,TBR1,Homo sapiens,9606
transcription_factor_NCBI,2785,GNG3,Homo sapiens,9606
transcription_factor_NCBI,3237,HOXD11,Homo sapiens,9606
transcription_factor_NCBI,3199,HOXA2,Homo sapiens,9606
transcription_factor_NCBI,51270,TFDP3,Homo sapiens,9606
transcription_factor_NCBI,57801,HES4,Homo sapiens,9606
transcription_factor_NCBI,2298,FOXD4,Homo sapiens,9606
transcription_factor_NCBI,30062,RAX,Homo sapiens,9606
transcription_factor_NCBI,151449,GDF7,Homo sapiens,9606
transcription_factor_NCBI,54681,P4HTM,Homo sapiens,9606
transcription_factor_NCBI,784,CACNB3,Homo sapiens,9606
transcription_factor_NCBI,111255645,LOC111255645,Homo sapiens,9606
transcription_factor_NCBI,27148,STK36,Homo sapiens,9606
transcription_factor_NCBI,131096,KCNH8,Homo sapiens,9606
transcription_factor_NCBI,6913,TBX15,Homo sapiens,9606
transcription_factor_NCBI,51513,ETV7,Homo sapiens,9606
transcription_factor_NCBI,64844,MARCHF7,Homo sapiens,9606
transcription_factor_NCBI,51450,PRRX2,Homo sapiens,9606
transcription_factor_NCBI,3200,HOXA3,Homo sapiens,9606
transcription_factor_NCBI,63876,PKNOX2,Homo sapiens,9606
transcription_factor_NCBI,656,BMP8B,Homo sapiens,9606
transcription_factor_NCBI,111674466,LOC111674466,Homo sapiens,9606
transcription_factor_NCBI,5990,RFX2,Homo sapiens,9606
transcription_factor_NCBI,3174,HNF4G,Homo sapiens,9606
transcription_factor_NCBI,7552,ZNF711,Homo sapiens,9606
transcription_factor_NCBI,29841,GRHL1,Homo sapiens,9606
transcription_factor_NCBI,3227,HOXC11,Homo sapiens,9606
transcription_factor_NCBI,7289,TULP3,Homo sapiens,9606
transcription_factor_NCBI,11317,RBPJL,Homo sapiens,9606
transcription_factor_NCBI,22980,TCF25,Homo sapiens,9606
transcription_factor_NCBI,10138,YAF2,Homo sapiens,9606
transcription_factor_NCBI,10629,TAF6L,Homo sapiens,9606
transcription_factor_NCBI,8403,SOX14,Homo sapiens,9606
transcription_factor_NCBI,11023,VAX1,Homo sapiens,9606
transcription_factor_NCBI,4618,MYF6,Homo sapiens,9606
transcription_factor_NCBI,55038,CDCA4,Homo sapiens,9606
transcription_factor_NCBI,79830,ZMYM1,Homo sapiens,9606
transcription_factor_NCBI,84063,KIRREL2,Homo sapiens,9606
transcription_factor_NCBI,390992,HES3,Homo sapiens,9606
transcription_factor_NCBI,106014249,LOC106014249,Homo sapiens,9606
transcription_factor_NCBI,137735,ABRA,Homo sapiens,9606
transcription_factor_NCBI,92312,MEX3A,Homo sapiens,9606
transcription_factor_NCBI,56731,SLC2A4RG,Homo sapiens,9606
transcription_factor_NCBI,23416,KCNH3,Homo sapiens,9606
transcription_factor_NCBI,94056,SYAP1,Homo sapiens,9606
transcription_factor_NCBI,26260,FBXO25,Homo sapiens,9606
transcription_factor_NCBI,55897,MESP1,Homo sapiens,9606
transcription_factor_NCBI,29842,TFCP2L1,Homo sapiens,9606
transcription_factor_NCBI,440073,IQSEC3,Homo sapiens,9606
transcription_factor_NCBI,3203,HOXA6,Homo sapiens,9606
transcription_factor_NCBI,57593,EBF4,Homo sapiens,9606
