trait_id,GeneID,Symbol,Org_name,tax_id
transcription_factor_NCBI,2736,GLI2,Homo sapiens,9606
transcription_factor_NCBI,6736,SRY,Homo sapiens,9606
transcription_factor_NCBI,2660,MSTN,Homo sapiens,9606
transcription_factor_NCBI,6722,SRF,Homo sapiens,9606
transcription_factor_NCBI,3976,LIF,Homo sapiens,9606
transcription_factor_NCBI,340061,STING1,Homo sapiens,9606
transcription_factor_NCBI,5168,ENPP2,Homo sapiens,9606
transcription_factor_NCBI,1870,E2F2,Homo sapiens,9606
transcription_factor_NCBI,3664,IRF6,Homo sapiens,9606
transcription_factor_NCBI,10987,COPS5,Homo sapiens,9606
transcription_factor_NCBI,8290,H3-4,Homo sapiens,9606
transcription_factor_NCBI,190,NR0B1,Homo sapiens,9606
transcription_factor_NCBI,2621,GAS6,Homo sapiens,9606
transcription_factor_NCBI,10257,ABCC4,Homo sapiens,9606
transcription_factor_NCBI,3665,IRF7,Homo sapiens,9606
transcription_factor_NCBI,1981,EIF4G1,Homo sapiens,9606
transcription_factor_NCBI,6929,TCF3,Homo sapiens,9606
transcription_factor_NCBI,57506,MAVS,Homo sapiens,9606
transcription_factor_NCBI,6528,SLC5A5,Homo sapiens,9606
transcription_factor_NCBI,3675,ITGA3,Homo sapiens,9606
transcription_factor_NCBI,4929,NR4A2,Homo sapiens,9606
transcription_factor_NCBI,9611,NCOR1,Homo sapiens,9606
transcription_factor_NCBI,1915,EEF1A1,Homo sapiens,9606
transcription_factor_NCBI,10765,KDM5B,Homo sapiens,9606
transcription_factor_NCBI,60674,GAS5,Homo sapiens,9606
transcription_factor_NCBI,942,CD86,Homo sapiens,9606
transcription_factor_NCBI,961,CD47,Homo sapiens,9606
transcription_factor_NCBI,27035,NOX1,Homo sapiens,9606
transcription_factor_NCBI,406958,MIR182,Homo sapiens,9606
transcription_factor_NCBI,5308,PITX2,Homo sapiens,9606
transcription_factor_NCBI,10628,TXNIP,Homo sapiens,9606
transcription_factor_NCBI,5588,PRKCQ,Homo sapiens,9606
transcription_factor_NCBI,6566,SLC16A1,Homo sapiens,9606
transcription_factor_NCBI,12,SERPINA3,Homo sapiens,9606
transcription_factor_NCBI,23327,NEDD4L,Homo sapiens,9606
transcription_factor_NCBI,6517,SLC2A4,Homo sapiens,9606
transcription_factor_NCBI,7356,SCGB1A1,Homo sapiens,9606
transcription_factor_NCBI,7538,ZFP36,Homo sapiens,9606
transcription_factor_NCBI,4585,MUC4,Homo sapiens,9606
transcription_factor_NCBI,8473,OGT,Homo sapiens,9606
transcription_factor_NCBI,7113,TMPRSS2,Homo sapiens,9606
transcription_factor_NCBI,5076,PAX2,Homo sapiens,9606
transcription_factor_NCBI,89780,WNT3A,Homo sapiens,9606
transcription_factor_NCBI,27113,BBC3,Homo sapiens,9606
transcription_factor_NCBI,6659,SOX4,Homo sapiens,9606
transcription_factor_NCBI,8242,KDM5C,Homo sapiens,9606
transcription_factor_NCBI,3398,ID2,Homo sapiens,9606
transcription_factor_NCBI,4129,MAOB,Homo sapiens,9606
transcription_factor_NCBI,406987,MIR204,Homo sapiens,9606
transcription_factor_NCBI,27324,TOX3,Homo sapiens,9606
transcription_factor_NCBI,9612,NCOR2,Homo sapiens,9606
transcription_factor_NCBI,4086,SMAD1,Homo sapiens,9606
transcription_factor_NCBI,2313,FLI1,Homo sapiens,9606
transcription_factor_NCBI,7391,USF1,Homo sapiens,9606
transcription_factor_NCBI,8291,DYSF,Homo sapiens,9606
transcription_factor_NCBI,4776,NFATC4,Homo sapiens,9606
transcription_factor_NCBI,2923,PDIA3,Homo sapiens,9606
transcription_factor_NCBI,941,CD80,Homo sapiens,9606
transcription_factor_NCBI,5598,MAPK7,Homo sapiens,9606
transcription_factor_NCBI,3205,HOXA9,Homo sapiens,9606
transcription_factor_NCBI,3206,HOXA10,Homo sapiens,9606
transcription_factor_NCBI,3759,KCNJ2,Homo sapiens,9606
transcription_factor_NCBI,7364,UGT2B7,Homo sapiens,9606
transcription_factor_NCBI,3459,IFNGR1,Homo sapiens,9606
transcription_factor_NCBI,5452,POU2F2,Homo sapiens,9606
transcription_factor_NCBI,4149,MAX,Homo sapiens,9606
transcription_factor_NCBI,2030,SLC29A1,Homo sapiens,9606
transcription_factor_NCBI,1760,DMPK,Homo sapiens,9606
transcription_factor_NCBI,406983,MIR200A,Homo sapiens,9606
transcription_factor_NCBI,2303,FOXC2,Homo sapiens,9606
transcription_factor_NCBI,5618,PRLR,Homo sapiens,9606
transcription_factor_NCBI,2966,GTF2H2,Homo sapiens,9606
transcription_factor_NCBI,1739,DLG1,Homo sapiens,9606
transcription_factor_NCBI,111365141,LOC111365141,Homo sapiens,9606
transcription_factor_NCBI,6721,SREBF2,Homo sapiens,9606
transcription_factor_NCBI,93986,FOXP2,Homo sapiens,9606
transcription_factor_NCBI,3578,IL9,Homo sapiens,9606
transcription_factor_NCBI,1520,CTSS,Homo sapiens,9606
transcription_factor_NCBI,4303,FOXO4,Homo sapiens,9606
transcription_factor_NCBI,7031,TFF1,Homo sapiens,9606
transcription_factor_NCBI,6319,SCD,Homo sapiens,9606
transcription_factor_NCBI,3623,INHA,Homo sapiens,9606
transcription_factor_NCBI,54583,EGLN1,Homo sapiens,9606
transcription_factor_NCBI,4256,MGP,Homo sapiens,9606
transcription_factor_NCBI,3394,IRF8,Homo sapiens,9606
transcription_factor_NCBI,2296,FOXC1,Homo sapiens,9606
transcription_factor_NCBI,5601,MAPK9,Homo sapiens,9606
transcription_factor_NCBI,6439,SFTPB,Homo sapiens,9606
transcription_factor_NCBI,28996,HIPK2,Homo sapiens,9606
transcription_factor_NCBI,1647,GADD45A,Homo sapiens,9606
transcription_factor_NCBI,7350,UCP1,Homo sapiens,9606
transcription_factor_NCBI,2114,ETS2,Homo sapiens,9606
transcription_factor_NCBI,8929,PHOX2B,Homo sapiens,9606
transcription_factor_NCBI,10365,KLF2,Homo sapiens,9606
transcription_factor_NCBI,6915,TBXA2R,Homo sapiens,9606
transcription_factor_NCBI,3280,HES1,Homo sapiens,9606
transcription_factor_NCBI,2965,GTF2H1,Homo sapiens,9606
transcription_factor_NCBI,639,PRDM1,Homo sapiens,9606
transcription_factor_NCBI,2101,ESRRA,Homo sapiens,9606
transcription_factor_NCBI,368,ABCC6,Homo sapiens,9606
transcription_factor_NCBI,3728,JUP,Homo sapiens,9606
transcription_factor_NCBI,22926,ATF6,Homo sapiens,9606
transcription_factor_NCBI,6392,SDHD,Homo sapiens,9606
transcription_factor_NCBI,7392,USF2,Homo sapiens,9606
transcription_factor_NCBI,9682,KDM4A,Homo sapiens,9606
transcription_factor_NCBI,406982,MIR20A,Homo sapiens,9606
transcription_factor_NCBI,5291,PIK3CB,Homo sapiens,9606
transcription_factor_NCBI,5154,PDGFA,Homo sapiens,9606
transcription_factor_NCBI,3055,HCK,Homo sapiens,9606
transcription_factor_NCBI,4868,NPHS1,Homo sapiens,9606
transcription_factor_NCBI,80312,TET1,Homo sapiens,9606
transcription_factor_NCBI,6872,TAF1,Homo sapiens,9606
transcription_factor_NCBI,1487,CTBP1,Homo sapiens,9606
transcription_factor_NCBI,728,C5AR1,Homo sapiens,9606
transcription_factor_NCBI,28234,SLCO1B3,Homo sapiens,9606
transcription_factor_NCBI,3516,RBPJ,Homo sapiens,9606
transcription_factor_NCBI,6197,RPS6KA3,Homo sapiens,9606
transcription_factor_NCBI,3339,HSPG2,Homo sapiens,9606
transcription_factor_NCBI,241,ALOX5AP,Homo sapiens,9606
transcription_factor_NCBI,8200,GDF5,Homo sapiens,9606
transcription_factor_NCBI,6773,STAT2,Homo sapiens,9606
transcription_factor_NCBI,2737,GLI3,Homo sapiens,9606
transcription_factor_NCBI,2168,FABP1,Homo sapiens,9606
transcription_factor_NCBI,29851,ICOS,Homo sapiens,9606
transcription_factor_NCBI,54600,UGT1A9,Homo sapiens,9606
transcription_factor_NCBI,654,BMP6,Homo sapiens,9606
transcription_factor_NCBI,573,BAG1,Homo sapiens,9606
transcription_factor_NCBI,5629,PROX1,Homo sapiens,9606
transcription_factor_NCBI,10021,HCN4,Homo sapiens,9606
transcription_factor_NCBI,8087,FXR1,Homo sapiens,9606
transcription_factor_NCBI,6272,SORT1,Homo sapiens,9606
transcription_factor_NCBI,10000,AKT3,Homo sapiens,9606
transcription_factor_NCBI,8644,AKR1C3,Homo sapiens,9606
transcription_factor_NCBI,55636,CHD7,Homo sapiens,9606
transcription_factor_NCBI,862,RUNX1T1,Homo sapiens,9606
transcription_factor_NCBI,64344,HIF3A,Homo sapiens,9606
transcription_factor_NCBI,10253,SPRY2,Homo sapiens,9606
transcription_factor_NCBI,2205,FCER1A,Homo sapiens,9606
transcription_factor_NCBI,2010,EMD,Homo sapiens,9606
transcription_factor_NCBI,2217,FCGRT,Homo sapiens,9606
transcription_factor_NCBI,1876,E2F6,Homo sapiens,9606
transcription_factor_NCBI,3756,KCNH1,Homo sapiens,9606
transcription_factor_NCBI,55937,APOM,Homo sapiens,9606
transcription_factor_NCBI,8165,AKAP1,Homo sapiens,9606
transcription_factor_NCBI,2494,NR5A2,Homo sapiens,9606
transcription_factor_NCBI,4857,NOVA1,Homo sapiens,9606
transcription_factor_NCBI,4928,NUP98,Homo sapiens,9606
transcription_factor_NCBI,10481,HOXB13,Homo sapiens,9606
transcription_factor_NCBI,5083,PAX9,Homo sapiens,9606
transcription_factor_NCBI,2959,GTF2B,Homo sapiens,9606
transcription_factor_NCBI,2208,FCER2,Homo sapiens,9606
transcription_factor_NCBI,4862,NPAS2,Homo sapiens,9606
transcription_factor_NCBI,407046,MIR9-1,Homo sapiens,9606
transcription_factor_NCBI,406900,MIR106B,Homo sapiens,9606
transcription_factor_NCBI,4760,NEUROD1,Homo sapiens,9606
transcription_factor_NCBI,429,ASCL1,Homo sapiens,9606
transcription_factor_NCBI,7178,TPT1,Homo sapiens,9606
transcription_factor_NCBI,885,CCK,Homo sapiens,9606
transcription_factor_NCBI,2277,VEGFD,Homo sapiens,9606
transcription_factor_NCBI,6770,STAR,Homo sapiens,9606
transcription_factor_NCBI,6910,TBX5,Homo sapiens,9606
transcription_factor_NCBI,1261,CNGA3,Homo sapiens,9606
transcription_factor_NCBI,8431,NR0B2,Homo sapiens,9606
transcription_factor_NCBI,5605,MAP2K2,Homo sapiens,9606
transcription_factor_NCBI,4502,MT2A,Homo sapiens,9606
transcription_factor_NCBI,6608,SMO,Homo sapiens,9606
transcription_factor_NCBI,10908,PNPLA6,Homo sapiens,9606
transcription_factor_NCBI,23314,SATB2,Homo sapiens,9606
transcription_factor_NCBI,3609,ILF3,Homo sapiens,9606
transcription_factor_NCBI,6886,TAL1,Homo sapiens,9606
transcription_factor_NCBI,2118,ETV4,Homo sapiens,9606
transcription_factor_NCBI,106144573,HBA-LCR,Homo sapiens,9606
transcription_factor_NCBI,11069,RAPGEF4,Homo sapiens,9606
transcription_factor_NCBI,2770,GNAI1,Homo sapiens,9606
transcription_factor_NCBI,5577,PRKAR2B,Homo sapiens,9606
transcription_factor_NCBI,4838,NODAL,Homo sapiens,9606
transcription_factor_NCBI,815,CAMK2A,Homo sapiens,9606
transcription_factor_NCBI,6623,SNCG,Homo sapiens,9606
transcription_factor_NCBI,4775,NFATC3,Homo sapiens,9606
transcription_factor_NCBI,3020,H3-3A,Homo sapiens,9606
transcription_factor_NCBI,3399,ID3,Homo sapiens,9606
transcription_factor_NCBI,8554,PIAS1,Homo sapiens,9606
transcription_factor_NCBI,990,CDC6,Homo sapiens,9606
transcription_factor_NCBI,8880,FUBP1,Homo sapiens,9606
transcription_factor_NCBI,5564,PRKAB1,Homo sapiens,9606
transcription_factor_NCBI,6664,SOX11,Homo sapiens,9606
transcription_factor_NCBI,8243,SMC1A,Homo sapiens,9606
transcription_factor_NCBI,23512,SUZ12,Homo sapiens,9606
transcription_factor_NCBI,3738,KCNA3,Homo sapiens,9606
transcription_factor_NCBI,2796,GNRH1,Homo sapiens,9606
transcription_factor_NCBI,3087,HHEX,Homo sapiens,9606
transcription_factor_NCBI,10661,KLF1,Homo sapiens,9606
transcription_factor_NCBI,4205,MEF2A,Homo sapiens,9606
transcription_factor_NCBI,4824,NKX3-1,Homo sapiens,9606
transcription_factor_NCBI,406919,MIR130A,Homo sapiens,9606
transcription_factor_NCBI,8714,ABCC3,Homo sapiens,9606
transcription_factor_NCBI,3636,INPPL1,Homo sapiens,9606
transcription_factor_NCBI,4605,MYBL2,Homo sapiens,9606
transcription_factor_NCBI,2931,GSK3A,Homo sapiens,9606
transcription_factor_NCBI,5284,PIGR,Homo sapiens,9606
transcription_factor_NCBI,2304,FOXE1,Homo sapiens,9606
transcription_factor_NCBI,57591,MRTFA,Homo sapiens,9606
transcription_factor_NCBI,4688,NCF2,Homo sapiens,9606
transcription_factor_NCBI,4920,ROR2,Homo sapiens,9606
transcription_factor_NCBI,865,CBFB,Homo sapiens,9606
transcription_factor_NCBI,4758,NEU1,Homo sapiens,9606
transcription_factor_NCBI,407019,MIR27B,Homo sapiens,9606
transcription_factor_NCBI,407037,MIR320A,Homo sapiens,9606
transcription_factor_NCBI,23495,TNFRSF13B,Homo sapiens,9606
transcription_factor_NCBI,3720,JARID2,Homo sapiens,9606
transcription_factor_NCBI,5469,MED1,Homo sapiens,9606
transcription_factor_NCBI,6223,RPS19,Homo sapiens,9606
transcription_factor_NCBI,10935,PRDX3,Homo sapiens,9606
transcription_factor_NCBI,4800,NFYA,Homo sapiens,9606
transcription_factor_NCBI,7182,NR2C2,Homo sapiens,9606
transcription_factor_NCBI,7025,NR2F1,Homo sapiens,9606
transcription_factor_NCBI,3400,ID4,Homo sapiens,9606
transcription_factor_NCBI,11073,TOPBP1,Homo sapiens,9606
transcription_factor_NCBI,478,ATP1A3,Homo sapiens,9606
transcription_factor_NCBI,10457,GPNMB,Homo sapiens,9606
transcription_factor_NCBI,921,CD5,Homo sapiens,9606
transcription_factor_NCBI,10318,TNIP1,Homo sapiens,9606
transcription_factor_NCBI,1390,CREM,Homo sapiens,9606
transcription_factor_NCBI,23135,KDM6B,Homo sapiens,9606
transcription_factor_NCBI,5346,PLIN1,Homo sapiens,9606
transcription_factor_NCBI,51426,POLK,Homo sapiens,9606
transcription_factor_NCBI,6386,SDCBP,Homo sapiens,9606
transcription_factor_NCBI,3727,JUND,Homo sapiens,9606
transcription_factor_NCBI,2648,KAT2A,Homo sapiens,9606
transcription_factor_NCBI,6564,SLC15A1,Homo sapiens,9606
transcription_factor_NCBI,170302,ARX,Homo sapiens,9606
transcription_factor_NCBI,6550,SLC9A3,Homo sapiens,9606
transcription_factor_NCBI,23654,PLXNB2,Homo sapiens,9606
transcription_factor_NCBI,2658,GDF2,Homo sapiens,9606
transcription_factor_NCBI,9201,DCLK1,Homo sapiens,9606
transcription_factor_NCBI,23326,USP22,Homo sapiens,9606
transcription_factor_NCBI,2354,FOSB,Homo sapiens,9606
transcription_factor_NCBI,26147,PHF19,Homo sapiens,9606
transcription_factor_NCBI,1024,CDK8,Homo sapiens,9606
transcription_factor_NCBI,64067,NPAS3,Homo sapiens,9606
transcription_factor_NCBI,407043,MIR7-1,Homo sapiens,9606
transcription_factor_NCBI,7155,TOP2B,Homo sapiens,9606
transcription_factor_NCBI,27044,SND1,Homo sapiens,9606
transcription_factor_NCBI,9510,ADAMTS1,Homo sapiens,9606
transcription_factor_NCBI,4094,MAF,Homo sapiens,9606
transcription_factor_NCBI,406967,MIR192,Homo sapiens,9606
transcription_factor_NCBI,474,ATOH1,Homo sapiens,9606
transcription_factor_NCBI,5015,OTX2,Homo sapiens,9606
transcription_factor_NCBI,1523,CUX1,Homo sapiens,9606
transcription_factor_NCBI,10507,SEMA4D,Homo sapiens,9606
transcription_factor_NCBI,10733,PLK4,Homo sapiens,9606
transcription_factor_NCBI,4659,PPP1R12A,Homo sapiens,9606
transcription_factor_NCBI,3217,HOXB7,Homo sapiens,9606
transcription_factor_NCBI,11096,ADAMTS5,Homo sapiens,9606
transcription_factor_NCBI,50674,NEUROG3,Homo sapiens,9606
transcription_factor_NCBI,2661,GDF9,Homo sapiens,9606
transcription_factor_NCBI,8553,BHLHE40,Homo sapiens,9606
transcription_factor_NCBI,3549,IHH,Homo sapiens,9606
transcription_factor_NCBI,107604627,OPSIN-LCR,Homo sapiens,9606
transcription_factor_NCBI,5927,KDM5A,Homo sapiens,9606
transcription_factor_NCBI,4084,MXD1,Homo sapiens,9606
transcription_factor_NCBI,2526,FUT4,Homo sapiens,9606
transcription_factor_NCBI,110806307,STIN2-VNTR,Homo sapiens,9606
transcription_factor_NCBI,6045,RNF2,Homo sapiens,9606
transcription_factor_NCBI,493,ATP2B4,Homo sapiens,9606
transcription_factor_NCBI,10800,CYSLTR1,Homo sapiens,9606
transcription_factor_NCBI,6672,SP100,Homo sapiens,9606
transcription_factor_NCBI,728655,HULC,Homo sapiens,9606
transcription_factor_NCBI,1894,ECT2,Homo sapiens,9606
transcription_factor_NCBI,988,CDC5L,Homo sapiens,9606
transcription_factor_NCBI,64321,SOX17,Homo sapiens,9606
transcription_factor_NCBI,23089,PEG10,Homo sapiens,9606
transcription_factor_NCBI,7003,TEAD1,Homo sapiens,9606
transcription_factor_NCBI,2782,GNB1,Homo sapiens,9606
transcription_factor_NCBI,253738,EBF3,Homo sapiens,9606
transcription_factor_NCBI,56998,CTNNBIP1,Homo sapiens,9606
transcription_factor_NCBI,10215,OLIG2,Homo sapiens,9606
transcription_factor_NCBI,3670,ISL1,Homo sapiens,9606
transcription_factor_NCBI,6955,TRA,Homo sapiens,9606
transcription_factor_NCBI,84433,CARD11,Homo sapiens,9606
transcription_factor_NCBI,5593,PRKG2,Homo sapiens,9606
transcription_factor_NCBI,1053,CEBPE,Homo sapiens,9606
transcription_factor_NCBI,7050,TGIF1,Homo sapiens,9606
transcription_factor_NCBI,5898,RALA,Homo sapiens,9606
transcription_factor_NCBI,10672,GNA13,Homo sapiens,9606
transcription_factor_NCBI,5434,POLR2E,Homo sapiens,9606
transcription_factor_NCBI,3284,HSD3B2,Homo sapiens,9606
transcription_factor_NCBI,9935,MAFB,Homo sapiens,9606
transcription_factor_NCBI,51185,CRBN,Homo sapiens,9606
transcription_factor_NCBI,4158,MC2R,Homo sapiens,9606
transcription_factor_NCBI,5431,POLR2B,Homo sapiens,9606
transcription_factor_NCBI,6363,CCL19,Homo sapiens,9606
transcription_factor_NCBI,1406,CRX,Homo sapiens,9606
transcription_factor_NCBI,27043,PELP1,Homo sapiens,9606
transcription_factor_NCBI,148022,TICAM1,Homo sapiens,9606
transcription_factor_NCBI,54345,SOX18,Homo sapiens,9606
transcription_factor_NCBI,29127,RACGAP1,Homo sapiens,9606
transcription_factor_NCBI,10125,RASGRP1,Homo sapiens,9606
transcription_factor_NCBI,5933,RBL1,Homo sapiens,9606
transcription_factor_NCBI,6926,TBX3,Homo sapiens,9606
transcription_factor_NCBI,571,BACH1,Homo sapiens,9606
transcription_factor_NCBI,51454,GULP1,Homo sapiens,9606
transcription_factor_NCBI,87178,PNPT1,Homo sapiens,9606
transcription_factor_NCBI,6899,TBX1,Homo sapiens,9606
transcription_factor_NCBI,25833,POU2F3,Homo sapiens,9606
transcription_factor_NCBI,6493,SIM2,Homo sapiens,9606
transcription_factor_NCBI,4102,MAGEA3,Homo sapiens,9606
transcription_factor_NCBI,3209,HOXA13,Homo sapiens,9606
transcription_factor_NCBI,7021,TFAP2B,Homo sapiens,9606
transcription_factor_NCBI,10401,PIAS3,Homo sapiens,9606
transcription_factor_NCBI,9219,MTA2,Homo sapiens,9606
transcription_factor_NCBI,5626,PROP1,Homo sapiens,9606
transcription_factor_NCBI,6855,SYP,Homo sapiens,9606
transcription_factor_NCBI,122953,JDP2,Homo sapiens,9606
transcription_factor_NCBI,1690,COCH,Homo sapiens,9606
transcription_factor_NCBI,6504,SLAMF1,Homo sapiens,9606
transcription_factor_NCBI,7004,TEAD4,Homo sapiens,9606
transcription_factor_NCBI,5608,MAP2K6,Homo sapiens,9606
transcription_factor_NCBI,110386951,LOC110386951,Homo sapiens,9606
transcription_factor_NCBI,133522,PPARGC1B,Homo sapiens,9606
transcription_factor_NCBI,1052,CEBPD,Homo sapiens,9606
transcription_factor_NCBI,4488,MSX2,Homo sapiens,9606
transcription_factor_NCBI,3642,INSM1,Homo sapiens,9606
transcription_factor_NCBI,2294,FOXF1,Homo sapiens,9606
transcription_factor_NCBI,1875,E2F5,Homo sapiens,9606
transcription_factor_NCBI,3198,HOXA1,Homo sapiens,9606
transcription_factor_NCBI,25824,PRDX5,Homo sapiens,9606
transcription_factor_NCBI,7112,TMPO,Homo sapiens,9606
transcription_factor_NCBI,5456,POU3F4,Homo sapiens,9606
transcription_factor_NCBI,7840,ALMS1,Homo sapiens,9606
transcription_factor_NCBI,10735,STAG2,Homo sapiens,9606
transcription_factor_NCBI,7022,TFAP2C,Homo sapiens,9606
transcription_factor_NCBI,3202,HOXA5,Homo sapiens,9606
transcription_factor_NCBI,8284,KDM5D,Homo sapiens,9606
transcription_factor_NCBI,27436,EML4,Homo sapiens,9606
transcription_factor_NCBI,5307,PITX1,Homo sapiens,9606
transcription_factor_NCBI,8320,EOMES,Homo sapiens,9606
transcription_factor_NCBI,100885779,LINC-ROR,Homo sapiens,9606
transcription_factor_NCBI,2115,ETV1,Homo sapiens,9606
transcription_factor_NCBI,84159,ARID5B,Homo sapiens,9606
transcription_factor_NCBI,9210,BMP15,Homo sapiens,9606
transcription_factor_NCBI,2242,FES,Homo sapiens,9606
transcription_factor_NCBI,7088,TLE1,Homo sapiens,9606
transcription_factor_NCBI,1602,DACH1,Homo sapiens,9606
transcription_factor_NCBI,25803,SPDEF,Homo sapiens,9606
transcription_factor_NCBI,10614,HEXIM1,Homo sapiens,9606
transcription_factor_NCBI,5729,PTGDR,Homo sapiens,9606
transcription_factor_NCBI,54714,CNGB3,Homo sapiens,9606
transcription_factor_NCBI,10454,TAB1,Homo sapiens,9606
transcription_factor_NCBI,1999,ELF3,Homo sapiens,9606
transcription_factor_NCBI,55553,SOX6,Homo sapiens,9606
transcription_factor_NCBI,610,HCN2,Homo sapiens,9606
transcription_factor_NCBI,26471,NUPR1,Homo sapiens,9606
transcription_factor_NCBI,9962,SLC23A2,Homo sapiens,9606
transcription_factor_NCBI,3660,IRF2,Homo sapiens,9606
transcription_factor_NCBI,5432,POLR2C,Homo sapiens,9606
transcription_factor_NCBI,5575,PRKAR1B,Homo sapiens,9606
transcription_factor_NCBI,2224,FDPS,Homo sapiens,9606
transcription_factor_NCBI,1811,SLC26A3,Homo sapiens,9606
transcription_factor_NCBI,6599,SMARCC1,Homo sapiens,9606
transcription_factor_NCBI,9188,DDX21,Homo sapiens,9606
transcription_factor_NCBI,2173,FABP7,Homo sapiens,9606
transcription_factor_NCBI,3094,HINT1,Homo sapiens,9606
transcription_factor_NCBI,6596,HLTF,Homo sapiens,9606
transcription_factor_NCBI,5081,PAX7,Homo sapiens,9606
transcription_factor_NCBI,2551,GABPA,Homo sapiens,9606
transcription_factor_NCBI,111674463,LOC111674463,Homo sapiens,9606
transcription_factor_NCBI,3460,IFNGR2,Homo sapiens,9606
transcription_factor_NCBI,9289,ADGRG1,Homo sapiens,9606
transcription_factor_NCBI,4610,MYCL,Homo sapiens,9606
transcription_factor_NCBI,23186,RCOR1,Homo sapiens,9606
transcription_factor_NCBI,2696,GIPR,Homo sapiens,9606
transcription_factor_NCBI,1824,DSC2,Homo sapiens,9606
transcription_factor_NCBI,3207,HOXA11,Homo sapiens,9606
transcription_factor_NCBI,5046,PCSK6,Homo sapiens,9606
transcription_factor_NCBI,7443,VRK1,Homo sapiens,9606
transcription_factor_NCBI,3090,HIC1,Homo sapiens,9606
transcription_factor_NCBI,9252,RPS6KA5,Homo sapiens,9606
transcription_factor_NCBI,79977,GRHL2,Homo sapiens,9606
transcription_factor_NCBI,2962,GTF2F1,Homo sapiens,9606
transcription_factor_NCBI,3713,IVL,Homo sapiens,9606
transcription_factor_NCBI,284217,LAMA1,Homo sapiens,9606
transcription_factor_NCBI,10002,NR2E3,Homo sapiens,9606
transcription_factor_NCBI,1114,CHGB,Homo sapiens,9606
transcription_factor_NCBI,2356,FPGS,Homo sapiens,9606
transcription_factor_NCBI,5701,PSMC2,Homo sapiens,9606
transcription_factor_NCBI,22806,IKZF3,Homo sapiens,9606
transcription_factor_NCBI,8939,FUBP3,Homo sapiens,9606
transcription_factor_NCBI,57120,GOPC,Homo sapiens,9606
transcription_factor_NCBI,3239,HOXD13,Homo sapiens,9606
transcription_factor_NCBI,57575,PCDH10,Homo sapiens,9606
transcription_factor_NCBI,5989,RFX1,Homo sapiens,9606
transcription_factor_NCBI,3373,HYAL1,Homo sapiens,9606
transcription_factor_NCBI,51735,RAPGEF6,Homo sapiens,9606
transcription_factor_NCBI,466,ATF1,Homo sapiens,9606
transcription_factor_NCBI,5459,POU4F3,Homo sapiens,9606
transcription_factor_NCBI,5454,POU3F2,Homo sapiens,9606
transcription_factor_NCBI,8148,TAF15,Homo sapiens,9606
transcription_factor_NCBI,3682,ITGAE,Homo sapiens,9606
transcription_factor_NCBI,5437,POLR2H,Homo sapiens,9606
transcription_factor_NCBI,84295,PHF6,Homo sapiens,9606
transcription_factor_NCBI,406924,MIR134,Homo sapiens,9606
transcription_factor_NCBI,79718,TBL1XR1,Homo sapiens,9606
transcription_factor_NCBI,121340,SP7,Homo sapiens,9606
transcription_factor_NCBI,4209,MEF2D,Homo sapiens,9606
transcription_factor_NCBI,63967,CLSPN,Homo sapiens,9606
transcription_factor_NCBI,687,KLF9,Homo sapiens,9606
transcription_factor_NCBI,6866,TAC3,Homo sapiens,9606
transcription_factor_NCBI,27101,CACYBP,Homo sapiens,9606
transcription_factor_NCBI,5078,PAX4,Homo sapiens,9606
transcription_factor_NCBI,9260,PDLIM7,Homo sapiens,9606
transcription_factor_NCBI,10825,NEU3,Homo sapiens,9606
transcription_factor_NCBI,9958,USP15,Homo sapiens,9606
transcription_factor_NCBI,10220,GDF11,Homo sapiens,9606
transcription_factor_NCBI,57510,XPO5,Homo sapiens,9606
transcription_factor_NCBI,8848,TSC22D1,Homo sapiens,9606
transcription_factor_NCBI,5436,POLR2G,Homo sapiens,9606
transcription_factor_NCBI,6874,TAF4,Homo sapiens,9606
transcription_factor_NCBI,58487,CREBZF,Homo sapiens,9606
transcription_factor_NCBI,7707,ZNF148,Homo sapiens,9606
transcription_factor_NCBI,7593,MZF1,Homo sapiens,9606
transcription_factor_NCBI,5494,PPM1A,Homo sapiens,9606
transcription_factor_NCBI,7543,ZFX,Homo sapiens,9606
transcription_factor_NCBI,5309,PITX3,Homo sapiens,9606
transcription_factor_NCBI,6660,SOX5,Homo sapiens,9606
transcription_factor_NCBI,5606,MAP2K3,Homo sapiens,9606
transcription_factor_NCBI,56649,TMPRSS4,Homo sapiens,9606
transcription_factor_NCBI,3310,HSPA6,Homo sapiens,9606
transcription_factor_NCBI,3236,HOXD10,Homo sapiens,9606
transcription_factor_NCBI,84525,HOPX,Homo sapiens,9606
transcription_factor_NCBI,6399,TRAPPC2,Homo sapiens,9606
transcription_factor_NCBI,11279,KLF8,Homo sapiens,9606
transcription_factor_NCBI,2119,ETV5,Homo sapiens,9606
transcription_factor_NCBI,2355,FOSL2,Homo sapiens,9606
transcription_factor_NCBI,84676,TRIM63,Homo sapiens,9606
transcription_factor_NCBI,57818,G6PC2,Homo sapiens,9606
transcription_factor_NCBI,10379,IRF9,Homo sapiens,9606
transcription_factor_NCBI,26136,TES,Homo sapiens,9606
transcription_factor_NCBI,9227,LRAT,Homo sapiens,9606
transcription_factor_NCBI,55502,HES6,Homo sapiens,9606
transcription_factor_NCBI,8784,TNFRSF18,Homo sapiens,9606
