"ucsc","entrezgene_id"
"uc003ahr.3",NA
"uc011dwk.1",NA
"uc011myr.2",NA
"uc003mnq.4",NA
"uc002und.3",NA
"uc003ymy.1",NA
"uc003lsk.4",NA
"uc002myp.3",NA
"uc002llc.2",NA
"uc001cio.3",NA
"uc010pbr.1",NA
"uc002eon.1",NA
"uc004ahv.3",NA
"uc010vpz.1",NA
"uc003dcb.2",NA
"uc003glc.4",NA
"uc001pgf.3",NA
"uc003tan.3",NA
"uc002ljt.3",NA
"uc004cxv.1",NA
"uc003zug.1",NA
"uc010oof.1",NA
"uc002uft.4",NA
"uc001vrd.2",NA
"uc010rya.2",NA
"uc001ink.3",NA
"uc010wci.2",NA
"uc002rsy.4",NA
"uc002oqk.4",NA
"uc001uog.2",NA
"uc011dzk.1",NA
"uc010mee.2",NA
"uc004eld.3",NA
"uc001enl.2",NA
"uc001glg.3",NA
"uc001imw.1",NA
"uc001jnp.1",NA
"uc001sat.3",NA
"uc001scj.2",NA
"uc002fac.4",NA
"uc002fas.2",NA
"uc002jci.3",NA
"uc002kcu.1",NA
"uc002mgk.2",NA
"uc002oxh.3",NA
"uc002vaq.2",NA
"uc002wje.3",NA
"uc003ikd.3",NA
"uc003sum.3",NA
"uc004efb.2",NA
"uc009zjy.3",NA
"uc010bbm.3",NA
"uc010bjn.2",NA
"uc010cnr.3",NA
"uc010ffg.1",NA
"uc010hii.3",NA
"uc010sat.1",NA
"uc010viv.2",NA
"uc010wco.2",NA
"uc010wjd.2",NA
"uc010xvv.1",NA
"uc011cku.2",NA
"uc011ecr.2",NA
"uc011lwo.2",NA
"uc021tco.1",NA
"uc031qwd.1",NA
"uc003dfw.1",NA
"uc010apc.3",NA
"uc004dri.3",NA
"uc004drq.3",NA
"uc011bhl.2",NA
"uc011mts.2",NA
"uc001cng.3",NA
"uc010ehg.1",NA
"uc010rtj.2",NA
"uc031tax.1",NA
"uc001lqm.2",NA
"uc003wbi.4",NA
"uc010eeo.1",NA
"uc001ota.3",NA
"uc001xfu.1",NA
"uc010mov.2",NA
"uc003yni.4",NA
"uc031rlx.1",NA
"uc010yrm.1",NA
"uc010dfx.3",NA
"uc010rmi.2",NA
"uc002hzd.3",NA
"uc003bhn.3",NA
"uc010pww.2",NA
"uc010oeo.1",NA
"uc003eqv.2",NA
"uc021pat.1",NA
"uc002uxo.1",NA
"uc002orz.3",NA
"uc010yvy.2",NA
"uc001fiy.3",NA
"uc002hys.3",NA
"uc010ccn.3",NA
"uc010moa.3",NA
"uc011mto.2",NA
"uc002mmu.4",NA
"uc002ttf.1",NA
"uc001meh.3",NA
"uc001nfm.3",NA
"uc001bpp.3",NA
"uc010fls.3",NA
"uc003epr.3",NA
"uc010ati.3",NA
"uc003fvx.3",NA
"uc011dzi.2",NA
"uc003qqs.3",NA
"uc001ekw.3",NA
"uc001evb.3",NA
"uc010etg.3",NA
"uc002xkg.3",NA
"uc003ioa.4",NA
"uc009yyx.3",NA
"uc003uky.2",NA
"uc001nzy.3",NA
"uc031rtc.1",NA
"uc011lhc.1",NA
"uc001ymx.4",NA
"uc001wkh.5",NA
"uc011msg.2",NA
"uc011kok.1",NA
"uc001vvq.1",NA
"uc002dfc.4",NA
"uc010tjk.2",NA
"uc010pbz.2",NA
"uc001ufu.4",NA
"uc002bdr.2",NA
"uc001aek.2",NA
"uc031sjn.1",NA
"uc010ovx.2",NA
"uc001ttc.2",NA
"uc010yqp.2",NA
"uc002zkv.3",NA
"uc011kur.2",NA
"uc031pky.1",NA
"uc003bko.2",NA
"uc010akq.3",NA
"uc010xro.2",NA
"uc003keq.4",NA
"uc010gew.1",NA
"uc002sla.3",NA
"uc021phf.1",NA
"uc010ygi.2",NA
"uc003pdl.4",NA
"uc002mgr.2",NA
"uc002xzw.3",NA
"uc010lng.3",NA
"uc001bkl.4",NA
"uc003bur.1",NA
"uc001cby.2",NA
"uc002mqc.3",NA
"uc003wug.2",NA
"uc010umf.1",NA
"uc003wis.2",NA
"uc021sai.1",NA
"uc009xuq.3",NA
"uc001vxi.3",NA
"uc011cyr.2",NA
"uc002yqb.4",NA
"uc001dea.2",NA
"uc003wey.3",NA
"uc010mlt.3",NA
"uc011bjv.2",NA
"uc021pzb.1",NA
"uc001eou.4",NA
"uc009wjm.3",NA
"uc021zgo.1",NA
"uc004fns.3",NA
"uc004fxk.3",NA
"uc010wsd.2",NA
"uc010ezo.2",NA
"uc001mao.1",NA
"uc004cpx.2",NA
"uc004fpk.2",NA
"uc004efw.4",NA
"uc011lqm.2",NA
"uc010aqp.3",NA
"uc001irc.3",NA
"uc004cxs.2",NA
"uc010vwh.2",NA
"uc001lxt.3",NA
"uc010rgq.2",NA
"uc004bns.3",NA
"uc001ntv.3",NA
"uc001iem.1",NA
"uc001fbw.1",NA
"uc010uqb.2",NA
"uc022bwy.1",NA
"uc010mze.1",NA
"uc011ama.1",NA
"uc001mgw.1",NA
"uc001ptx.2",NA
"uc009wfw.3",NA
"uc002cnv.1",NA
"uc003rjz.2",NA
"uc004dxv.3",NA
"uc003mbz.4",NA
"uc011bzu.2",NA
"uc003ywj.3",NA
"uc002hey.5",NA
"uc003lwi.2",NA
"uc010mhx.3",NA
"uc001fjz.2",NA
"uc002qle.2",NA
"uc001zrr.4",NA
"uc011bkf.3",NA
"uc031tfq.1",NA
"uc001rnl.3",NA
"uc002geg.2",NA
"uc001gks.3",NA
"uc002bqm.4",NA
"uc022ais.1",NA
"uc003ovu.3",NA
"uc021sye.1",NA
"uc011kiy.2",NA
"uc002txn.3",NA
"uc002sle.3",NA
"uc003nzy.2",NA
"uc003jtn.1",NA
"uc002kfw.1",NA
"uc003emx.2",NA
"uc010vww.2",NA
"uc021tds.1",NA
"uc003xej.3",NA
"uc002jsz.1",NA
"uc021wll.1",NA
"uc003zwq.3",NA
"uc009zfi.1",NA
"uc021vnn.1",NA
"uc003dzh.1",NA
"uc010btf.3",NA
"uc002man.2",NA
"uc001ski.3",NA
"uc002knb.3",NA
"uc002tme.2",NA
"uc001and.3",NA
"uc001irz.3",NA
"uc001sew.3",NA
"uc003kib.3",NA
"uc011byn.2",NA
"uc003uqf.3",NA
"uc021qlb.1",NA
"uc003uao.3",NA
"uc002sph.4",NA
"uc002psn.2",NA
"uc009wrl.1",NA
"uc001wfg.2",NA
"uc001euj.3",NA
"uc004cdq.1",NA
"uc010quu.1",NA
"uc001uot.3",NA
"uc001zob.3",NA
"uc002cpp.3",NA
"uc002jfu.3",NA
"uc003huw.3",NA
"uc003hze.2",NA
"uc003khl.4",NA
"uc003ovx.2",NA
"uc003syk.3",NA
"uc003vko.3",NA
"uc009ziw.1",NA
"uc009zzv.2",NA
"uc010gdi.2",NA
"uc010lzh.1",NA
"uc010ryi.1",NA
"uc011azq.1",NA
"uc011kog.1",NA
"uc021qyp.1",NA
"uc022cex.1",NA
"uc011bsp.2",NA
"uc010myl.3",NA
"uc002mnr.2",NA
"uc009ybk.2",NA
"uc003ycu.4",NA
"uc021rdz.1",NA
"uc011avz.1",NA
"uc003wyn.2",NA
"uc010arq.1",NA
"uc001rvy.4",NA
"uc011aug.3",NA
"uc021zzt.1",NA
"uc003mux.3",NA
"uc003opd.3",NA
"uc009xcu.2",NA
"uc021pgi.1",NA
"uc010fcw.3",NA
"uc004fkv.1",NA
"uc010kvl.3",NA
"uc002nph.2",NA
"uc010ptb.2",NA
"uc003abn.3",NA
"uc001vmj.3",NA
"uc021ujx.1",NA
"uc002qqe.3",NA
"uc009zss.2",NA
"uc010dmt.3",NA
"uc010rzc.1",NA
"uc003xkz.2",NA
"uc002pld.3",NA
"uc011alv.2",NA
"uc010qdb.1",NA
"uc001smd.3",NA
"uc021ouw.1",NA
"uc021pcf.1",NA
"uc021pck.1",NA
"uc021pcp.1",NA
"uc021pcu.1",NA
"uc021yto.1",NA
"uc021zep.1",NA
"uc010tdq.2",NA
"uc009wxf.2",NA
"uc010vbn.1",NA
"uc002flg.1",NA
"uc003kxq.1",NA
"uc010jnf.2",NA
"uc002ngh.4",NA
"uc009xma.3",NA
"uc002xow.3",NA
"uc004eps.3",NA
"uc001ybu.1",NA
"uc009yye.1",NA
"uc001yeb.1",NA
"uc001ece.3",NA
"uc001rlt.3",NA
"uc010vxi.2",NA
"uc010pba.1",NA
"uc010gzt.1",NA
"uc010oqj.2",NA
"uc003hov.2",NA
"uc021qfs.1",NA
"uc001pkv.1",NA
"uc031pmp.1",NA
"uc009zct.1",NA
"uc010wrn.1",NA
"uc002dwl.3",NA
"uc009vrg.3",NA
"uc021tnh.1",NA
"uc002zmn.3",NA
"uc010nul.3",NA
"uc002bqk.3",NA
"uc010jzi.1",NA
"uc010emw.4",NA
"uc022chn.1",NA
"uc011lbt.1",NA
"uc002lnr.3",NA
"uc004fdf.3",NA
"uc010yur.3",NA
"uc010prq.1",NA
"uc011dmy.2",NA
"uc010heo.3",NA
"uc011bzp.1",NA
"uc001ldh.4",NA
"uc001arw.3",NA
"uc002hzi.3",NA
"uc021yiz.1",NA
"uc002pws.2",NA
"uc001vqu.1",NA
"uc003cpz.2",NA
"uc010zej.1",NA
"uc002pwh.3",NA
"uc010wgv.2",NA
"uc011dio.2",NA
"uc001aso.3",NA
"uc003fjw.3",NA
"uc001rqe.3",NA
"uc001wfs.2",NA
"uc021ycl.1",NA
"uc009wjg.4",NA
"uc001tat.3",NA
"uc011ace.2",NA
"uc001krg.1",NA
"uc004cbj.3",NA
"uc001kga.4",NA
"uc010vsd.2",NA
"uc004dgq.2",NA
"uc011dbo.2",NA
"uc001rhq.3",NA
"uc003lre.1",NA
"uc031sdb.1",NA
"uc004amu.3",NA
"uc010nfu.2",NA
"uc003dem.3",NA
"uc009wbr.3",NA
"uc001qyt.3",NA
"uc021tju.1",NA
"uc001lwy.3",NA
"uc003ahb.3",NA
"uc001oee.1",NA
"uc002plp.3",NA
"uc010hna.3",NA
"uc003aun.1",NA
"uc010dif.4",NA
"uc011myi.2",NA
"uc003qgl.3",NA
"uc011cuc.2",NA
"uc001edj.3",NA
"uc001pkq.2",NA
"uc010uzq.2",NA
"uc010lxx.2",NA
"uc002nxn.1",NA
"uc011mcm.2",NA
"uc021vkj.1",NA
"uc021vkx.1",NA
"uc021sxw.2",NA
"uc009xdw.3",NA
"uc001ggs.3",NA
"uc003dgc.4",NA
"uc001wpu.3",NA
"uc003jqu.3",NA
"uc010yvt.1",NA
"uc002uhy.3",NA
"uc011kun.1",NA
"uc002prm.3",NA
"uc002dql.3",NA
"uc021szo.1",NA
"uc004bkf.4",NA
"uc010vfj.1",NA
"uc004cmv.3",NA
"uc011ber.2",NA
"uc001qye.3",NA
"uc010upj.1",NA
"uc010end.2",NA
"uc010gql.3",NA
"uc004fkw.1",NA
"uc002lkk.2",NA
"uc001cbq.1",NA
"uc003uzr.2",NA
"uc009wmy.3",NA
"uc010fjx.1",NA
"uc004dsa.3",NA
"uc002xhx.1",NA
"uc003gdx.3",NA
"uc011ads.1",NA
"uc009vsw.1",NA
"uc001xld.4",NA
"uc010qey.2",NA
"uc001xig.2",NA
"uc004dpc.1",NA
"uc010smz.2",NA
"uc009yjw.1",NA
"uc010epi.2",NA
"uc010eit.3",NA
"uc002bkt.2",NA
"uc001mkx.3",NA
"uc001xhk.4",NA
"uc001zmu.1",NA
"uc010tpq.2",NA
"uc001ljg.1",NA
"uc002dbe.3",NA
"uc010vhp.2",NA
"uc001gdn.4",NA
"uc031qfv.1",NA
"uc003uvu.1",NA
"uc002vpu.4",NA
"uc003xqt.4",NA
"uc001wct.4",NA
"uc002tub.2",NA
"uc010sqr.1",NA
"uc011brv.2",NA
"uc003hww.3",NA
"uc011kkb.1",NA
"uc002rag.2",NA
"uc022caz.1",NA
"uc009zqh.3",NA
"uc001dgk.3",NA
"uc002ogk.1",NA
"uc002rrr.1",NA
"uc001oih.2",NA
"uc003xkg.4",NA
"uc003kdj.1",NA
"uc002upw.3",NA
"uc011crr.2",NA
"uc002syd.1",NA
"uc010yrc.2",NA
"uc010wcy.2",NA
"uc011crc.2",NA
"uc002ufn.3",NA
"uc002aeq.3",NA
"uc021tka.1",NA
"uc004aag.1",NA
"uc002maj.3",NA
"uc001woc.4",NA
"uc011ltm.1",NA
"uc021xzs.1",NA
"uc010byf.1",NA
"uc002ddq.3",NA
"uc001hxm.4",NA
"uc002dnc.3",NA
"uc003dhx.3",NA
"uc021qdx.1",NA
"uc002mtl.3",NA
"uc004dhr.1",NA
"uc001flc.4",NA
"uc010gpl.1",NA
"uc010lzy.3",NA
"uc002lya.3",NA
"uc009ypo.2",NA
"uc002veu.2",NA
"uc010kkz.2",NA
"uc001chi.2",NA
"uc001xxk.3",NA
"uc009xux.1",NA
"uc010zmt.1",NA
"uc002icb.2",NA
"uc021ord.1",NA
"uc002qlo.3",NA
"uc002qmn.2",NA
"uc031tfd.1",NA
"uc010ghz.3",NA
"uc001agr.3",NA
"uc001ahi.1",NA
"uc001avr.2",NA
"uc001bey.3",NA
"uc001cru.2",NA
"uc001fhr.4",NA
"uc001hue.1",NA
"uc001lwb.1",NA
"uc001nzo.2",NA
"uc001vvv.1",NA
"uc002cny.4",NA
"uc002dut.3",NA
"uc002hfi.3",NA
"uc002iwk.2",NA
"uc002kot.1",NA
"uc002mia.3",NA
"uc002mul.1",NA
"uc002nyz.2",NA
"uc002pit.1",NA
"uc002qkt.1",NA
"uc002vvp.3",NA
"uc002vwv.3",NA
"uc003eho.3",NA
"uc003ffk.2",NA
"uc003hpw.3",NA
"uc003hrc.3",NA
"uc003jok.3",NA
"uc003nlw.2",NA
"uc003qbh.4",NA
"uc003top.2",NA
"uc003tzj.2",NA
"uc003utv.3",NA
"uc003vbu.2",NA
"uc003win.3",NA
"uc004bdb.1",NA
"uc004bll.1",NA
"uc004cbp.1",NA
"uc004dcf.4",NA
"uc004ddj.3",NA
"uc004dqx.1",NA
"uc004eak.1",NA
"uc004eip.3",NA
"uc004fak.3",NA
"uc004fbd.1",NA
"uc009yyy.2",NA
"uc010din.3",NA
"uc010gwf.3",NA
"uc010heb.3",NA
"uc010hel.1",NA
"uc010oms.1",NA
"uc010sqz.2",NA
"uc010vym.1",NA
"uc010xiz.1",NA
"uc010ycd.2",NA
"uc010yzj.2",NA
"uc011bsq.2",NA
"uc011cau.2",NA
"uc011cbz.1",NA
"uc011cid.2",NA
"uc011dbp.2",NA
"uc011lgi.2",NA
"uc011low.2",NA
"uc011mzb.2",NA
"uc021pbm.1",NA
"uc021qmj.1",NA
"uc021qnu.1",NA
"uc021rop.1",NA
"uc021sph.1",NA
"uc021tvr.1",NA
"uc021ubw.1",NA
"uc021vur.1",NA
"uc021vvm.1",NA
"uc021vze.1",NA
"uc021wis.1",NA
"uc021xrj.1",NA
"uc021yht.1",NA
"uc022abh.1",NA
"uc022byk.1",NA
"uc031qcw.1",NA
"uc031qxc.1",NA
"uc031tkl.1",NA
"uc002ted.3",NA
"uc011kiu.1",NA
"uc003jps.2",NA
"uc002qgd.3",NA
"uc021wsb.1",NA
"uc009vrv.3",NA
"uc022anq.1",NA
"uc004boa.1",NA
"uc003naj.3",NA
"uc011bqw.2",NA
"uc001mmo.3",NA
"uc004dim.3",NA
"uc003nuu.3",NA
"uc010opx.2",NA
"uc001hcc.2",NA
"uc002zpz.2",NA
"uc001rjd.3",NA
"uc010mkq.3",NA
"uc002vro.3",NA
"uc001bpa.3",NA
"uc021opi.1",NA
"uc003lff.1",NA
"uc003dtf.1",NA
"uc021rjn.1",NA
"uc011bzt.1",NA
"uc003cru.3",NA
"uc001dej.4",NA
"uc002csd.3",NA
"uc009zwu.3",NA
"uc010drg.3",NA
"uc001duu.3",NA
"uc001dux.1",NA
"uc001duy.3",NA
"uc002jvv.2",NA
"uc010biy.2",NA
"uc002ujx.2",NA
"uc002vzp.2",NA
"uc002nrj.4",NA
"uc009yhc.1",NA
"uc002gch.4",NA
"uc011men.2",NA
"uc003otw.1",NA
"uc002ycl.1",NA
"uc010btt.3",NA
"uc001vdu.3",NA
"uc003kvv.2",NA
"uc002his.2",NA
"uc003ube.1",NA
"uc031siv.1",NA
"uc002quu.3",NA
"uc003ako.2",NA
"uc010xab.2",NA
"uc004eyr.4",NA
"uc002lsu.1",NA
"uc004dlx.1",NA
"uc002ert.3",NA
"uc009ylc.2",NA
"uc002ucv.2",NA
"uc004bsg.1",NA
"uc021sau.2",NA
"uc002bqz.1",NA
"uc010xwo.2",NA
"uc031sqi.1",NA
"uc001mrn.3",NA
"uc009ybt.1",NA
"uc010emn.1",NA
"uc010cdk.3",NA
"uc010vii.2",NA
"uc011bpw.2",NA
"uc010etf.3",NA
"uc001fqe.2",NA
"uc003sxa.1",NA
"uc001csf.3",NA
"uc022bnz.1",NA
"uc010oel.2",NA
"uc010tuc.3",NA
"uc001yom.4",NA
"uc002vfc.3",NA
"uc001tls.3",NA
"uc011aqd.2",NA
"uc010rbq.1",NA
"uc001ijf.3",NA
"uc021tem.1",NA
"uc003gvv.4",NA
"uc004drb.1",NA
"uc010edd.1",NA
"uc011kgb.2",NA
"uc002pgj.1",NA
"uc002pco.3",NA
"uc021ywl.1",NA
"uc001cow.3",NA
"uc009zvw.2",NA
"uc031sxw.1",NA
"uc001vnh.3",NA
"uc004ajs.4",NA
"uc002hir.2",NA
"uc004brm.3",NA
"uc001gok.2",NA
"uc003ebz.3",NA
"uc010opo.1",NA
"uc031rni.1",NA
"uc010uyf.2",NA
"uc010znd.2",NA
"uc003qro.3",NA
"uc010qpp.1",NA
"uc031qut.1",NA
"uc003dqe.2",NA
"uc031sni.1",NA
"uc003vmc.1",NA
"uc010ivn.3",NA
"uc002hxi.1",NA
"uc002vdb.4",NA
"uc003bja.2",NA
"uc001xfr.2",NA
"uc003dxy.3",NA
"uc001bkj.3",NA
"uc001jwd.3",NA
"uc003zdy.4",NA
"uc001aci.2",NA
"uc001cfe.2",NA
"uc001cqu.1",NA
"uc001ebv.1",NA
"uc001frp.2",NA
"uc001glb.1",NA
"uc001gwb.3",NA
"uc001iei.1",NA
"uc001itu.2",NA
"uc001jxi.3",NA
"uc001kdk.2",NA
"uc001kot.2",NA
"uc001kpn.2",NA
"uc001kxw.3",NA
"uc001kzo.3",NA
"uc001mwz.2",NA
"uc001qka.1",NA
"uc001qnr.3",NA
"uc001qxa.3",NA
"uc001szj.1",NA
"uc001uhf.1",NA
"uc001upj.3",NA
"uc001uur.1",NA
"uc001uzh.1",NA
"uc001voy.3",NA
"uc001ywm.3",NA
"uc001zkf.1",NA
"uc002aci.2",NA
"uc002cgk.1",NA
"uc002igt.1",NA
"uc002jse.2",NA
"uc002kom.4",NA
"uc002lgo.3",NA
"uc002lmb.2",NA
"uc002lsz.2",NA
"uc002mxw.1",NA
"uc002nwd.2",NA
"uc002nyw.3",NA
"uc002owg.2",NA
"uc002pis.1",NA
"uc002pjm.3",NA
"uc002pux.1",NA
"uc002pzn.3",NA
"uc002qwo.2",NA
"uc002qwq.3",NA
"uc002sob.1",NA
"uc002sqm.4",NA
"uc002uci.3",NA
"uc002ucj.1",NA
"uc002uck.1",NA
"uc002vbt.3",NA
"uc002vyy.1",NA
"uc002wso.1",NA
"uc002wwg.2",NA
"uc002yas.3",NA
"uc002yhs.3",NA
"uc002zqa.1",NA
"uc003ata.3",NA
"uc003dnd.3",NA
"uc003dtz.1",NA
"uc003eca.4",NA
"uc003evv.2",NA
"uc003exa.3",NA
"uc003feu.1",NA
"uc003fur.2",NA
"uc003gkr.3",NA
"uc003gps.1",NA
"uc003int.3",NA
"uc003kro.3",NA
"uc003lbp.3",NA
"uc003lim.1",NA
"uc003lir.3",NA
"uc003lrr.3",NA
"uc003mcn.1",NA
"uc003mfl.3",NA
"uc003ooi.2",NA
"uc003pjn.4",NA
"uc003pzm.1",NA
"uc003qdn.3",NA
"uc003tkp.2",NA
"uc003vbv.2",NA
"uc003vpt.2",NA
"uc003wwk.1",NA
"uc003xeb.3",NA
"uc003xju.2",NA
"uc003xsd.1",NA
"uc004cwl.3",NA
"uc004ddk.1",NA
"uc004epz.3",NA
"uc004fey.1",NA
"uc009vyp.3",NA
"uc009wgw.3",NA
"uc009zih.2",NA
"uc009zmh.3",NA
"uc010fpq.3",NA
"uc010ghk.2",NA
"uc010gmp.4",NA
"uc010hzr.3",NA
"uc010iqt.1",NA
"uc010jgn.1",NA
"uc010jxn.3",NA
"uc010jyj.2",NA
"uc010nir.1",NA
"uc010nkw.3",NA
"uc010npe.2",NA
"uc010nzg.1",NA
"uc010pib.2",NA
"uc010pkt.1",NA
"uc010pnz.2",NA
"uc010syw.1",NA
"uc010uis.2",NA
"uc010ulb.1",NA
"uc010uog.2",NA
"uc010uts.2",NA
"uc010wab.1",NA
"uc010wea.2",NA
"uc010xbz.2",NA
"uc010xdq.1",NA
"uc010zfw.2",NA
"uc011ahp.1",NA
"uc011bos.3",NA
"uc011cya.2",NA
"uc011dgk.2",NA
"uc011dxx.2",NA
"uc011koq.1",NA
"uc021ops.1",NA
"uc021oyu.1",NA
"uc021pqr.1",NA
"uc021qdd.1",NA
"uc021qdz.1",NA
"uc021rkl.1",NA
"uc021rla.1",NA
"uc021rpo.1",NA
"uc021srm.1",NA
"uc021tgw.1",NA
"uc021uyg.1",NA
"uc021wvw.1",NA
"uc021xqp.2",NA
"uc021yhs.1",NA
"uc022aqd.1",NA
"uc022asm.1",NA
"uc022bfc.1",NA
"uc031pxo.1",NA
"uc031qdx.1",NA
"uc031qsu.1",NA
"uc031rou.1",NA
"uc031skt.1",NA
"uc021tmn.1",NA
"uc001ymy.4",NA
"uc002cge.1",NA
"uc010hmy.1",NA
"uc001zyx.2",NA
"uc010whg.2",NA
"uc010gyi.1",NA
"uc003zgd.2",NA
"uc010crs.2",NA
"uc003ejc.3",NA
"uc003nij.3",NA
"uc003ovz.2",NA
"uc010pgd.2",NA
"uc001lsb.3",NA
"uc002rqo.2",NA
"uc001guw.1",NA
"uc001jer.2",NA
"uc003zlq.2",NA
"uc002box.3",NA
"uc021vka.1",NA
"uc003fhg.2",NA
"uc011aky.2",NA
"uc009vjw.3",NA
"uc003ndx.3",NA
"uc010oka.2",NA
"uc010wvk.1",NA
"uc001odo.4",NA
"uc010siy.2",NA
"uc011dxv.3",NA
"uc003egk.3",NA
"uc002egw.2",NA
"uc003gyn.3",NA
"uc002xxh.1",NA
"uc009xto.4",NA
"uc002erc.3",NA
"uc001ddw.3",NA
"uc001fcl.1",NA
"uc003fsn.2",NA
"uc009yvp.3",NA
"uc003hnv.2",NA
"uc001uxz.3",NA
"uc003lwt.3",NA
"uc003trx.3",NA
"uc001bpl.3",NA
"uc010tvw.1",NA
"uc021wzk.1",NA
"uc001ffb.3",NA
"uc021oss.1",NA
"uc002joq.4",NA
"uc002jpb.2",NA
"uc001jsn.3",NA
"uc002jao.4",NA
"uc002mhs.2",NA
"uc021tic.1",NA
"uc011kmx.2",NA
"uc009xtb.2",NA
"uc011mfe.1",NA
"uc031syl.1",NA
"uc021wqr.1",NA
"uc002bnd.3",NA
"uc001air.3",NA
"uc010pvx.2",NA
"uc001lgb.3",NA
"uc001pgg.2",NA
"uc004bgo.3",NA
"uc010cht.2",NA
"uc022bzl.1",NA
"uc001cai.1",NA
"uc010ezv.3",NA
"uc021yzx.1",NA
"uc010jwv.3",NA
"uc010ikw.1",NA
"uc011acj.2",NA
"uc003ijw.5",NA
"uc031sqb.1",NA
"uc021rnw.1",NA
"uc021tet.1",NA
"uc021teu.1",NA
"uc021yjy.1",NA
"uc021ytj.1",NA
"uc021ytp.1",NA
"uc002utn.1",NA
"uc002cxe.3",NA
"uc010jge.1",NA
"uc010ljp.1",NA
"uc010sih.1",NA
"uc010uha.2",NA
"uc001eky.4",NA
"uc004cmr.3",NA
"uc021yiy.1",NA
"uc001yan.3",NA
"uc011aaq.2",NA
"uc001ace.3",NA
"uc001aug.1",NA
"uc001brx.3",NA
"uc001diq.4",NA
"uc001dth.3",NA
"uc001dva.3",NA
"uc001dxc.3",NA
"uc001eeu.3",NA
"uc001faa.4",NA
"uc001fbp.3",NA
"uc001fcb.3",NA
"uc001geb.1",NA
"uc001ggy.1",NA
"uc001giu.2",NA
"uc001gle.4",NA
"uc001gli.1",NA
"uc001gvc.4",NA
"uc001gwk.1",NA
"uc001hwk.4",NA
"uc001jkj.1",NA
"uc001jzw.2",NA
"uc001kbg.1",NA
"uc001lgj.2",NA
"uc001lgn.3",NA
"uc001llu.3",NA
"uc001lqo.1",NA
"uc001lwu.4",NA
"uc001mfr.3",NA
"uc001mjw.3",NA
"uc001mkg.1",NA
"uc001ndw.3",NA
"uc001njl.2",NA
"uc001npo.3",NA
"uc001nrv.3",NA
"uc001nst.3",NA
"uc001phl.3",NA
"uc001prj.2",NA
"uc001prl.3",NA
"uc001pwr.3",NA
"uc001pxz.1",NA
"uc001qbh.2",NA
"uc001qgm.3",NA
"uc001qnl.4",NA
"uc001qwy.2",NA
"uc001qyo.3",NA
"uc001reh.2",NA
"uc001rff.4",NA
"uc001saj.2",NA
"uc001sap.1",NA
"uc001ser.3",NA
"uc001smo.3",NA
"uc001ssa.4",NA
"uc001ssk.3",NA
"uc001tlu.3",NA
"uc001tnp.1",NA
"uc001uil.2",NA
"uc001usl.4",NA
"uc001vam.1",NA
"uc001vid.4",NA
"uc001vql.3",NA
"uc001vxu.1",NA
"uc001wdk.2",NA
"uc001wwi.4",NA
"uc001xtq.1",NA
"uc001ycs.1",NA
"uc001yjz.2",NA
"uc001ykf.3",NA
"uc001zcn.2",NA
"uc001zis.2",NA
"uc001zjm.3",NA
"uc001zrf.1",NA
"uc002bmd.3",NA
"uc002cnh.3",NA
"uc002cte.4",NA
"uc002dgu.1",NA
"uc002dli.3",NA
"uc002egx.3",NA
"uc002emi.3",NA
"uc002ewf.2",NA
"uc002fdt.3",NA
"uc002fsb.2",NA
"uc002hwa.3",NA
"uc002ira.4",NA
"uc002jft.2",NA
"uc002jkl.2",NA
"uc002lzw.2",NA
"uc002nbl.3",NA
"uc002nma.3",NA
"uc002orr.1",NA
"uc002ozp.4",NA
"uc002pdv.2",NA
"uc002piz.3",NA
"uc002qbk.3",NA
"uc002riq.3",NA
"uc002ror.3",NA
"uc002sxl.4",NA
"uc002tbu.1",NA
"uc002tmr.1",NA
"uc002tvj.1",NA
"uc002tyq.1",NA
"uc002tzr.3",NA
"uc002ugc.1",NA
"uc002ugh.3",NA
"uc002ukt.1",NA
"uc002vmb.3",NA
"uc002vpl.2",NA
"uc002wdb.3",NA
"uc002wec.3",NA
"uc002wxg.2",NA
"uc002xur.1",NA
"uc002xxz.4",NA
"uc002zfi.1",NA
"uc002zlw.3",NA
"uc002zpu.2",NA
"uc003aaq.2",NA
"uc003abk.1",NA
"uc003bip.3",NA
"uc003cbb.3",NA
"uc003dhl.3",NA
"uc003ebv.3",NA
"uc003eoj.3",NA
"uc003epw.2",NA
"uc003erk.1",NA
"uc003fei.3",NA
"uc003fit.3",NA
"uc003foy.3",NA
"uc003ham.2",NA
"uc003hgk.2",NA
"uc003htq.3",NA
"uc003ikf.3",NA
"uc003ivz.1",NA
"uc003jde.3",NA
"uc003kcn.3",NA
"uc003kqr.1",NA
"uc003kwf.4",NA
"uc003kxl.2",NA
"uc003lbe.1",NA
"uc003lin.3",NA
"uc003lwd.4",NA
"uc003mgk.4",NA
"uc003nmf.4",NA
"uc003paf.3",NA
"uc003qhb.3",NA
"uc003qlr.3",NA
"uc003qtl.3",NA
"uc003srw.1",NA
"uc003tch.4",NA
"uc003uhk.1",NA
"uc003vkl.1",NA
"uc003vyj.2",NA
"uc003vyz.1",NA
"uc003wcn.3",NA
"uc003wqu.1",NA
"uc003xiw.2",NA
"uc003xiy.3",NA
"uc003xrr.2",NA
"uc003xzb.3",NA
"uc003yaf.3",NA
"uc003yfc.2",NA
