9544,https://www.ncbi.nlm.nih.gov/taxonomy/9544,Macaca mulatta
9606,https://www.ncbi.nlm.nih.gov/taxonomy/9606,Homo sapiens 
9541,https://www.ncbi.nlm.nih.gov/taxonomy/9541,Macaca fascicularis
9531,https://www.ncbi.nlm.nih.gov/taxonomy/9531,Cercocebus atys
9545,https://www.ncbi.nlm.nih.gov/taxonomy/9545,Macaca nemestrina
60711,https://www.ncbi.nlm.nih.gov/taxonomy/60711,Chlorocebus sabaeus
11676,https://www.ncbi.nlm.nih.gov/taxonomy/11676,HIV-1
11723,https://www.ncbi.nlm.nih.gov/taxonomy/11723,SIV
11709,https://www.ncbi.nlm.nih.gov/taxonomy/11709,HIV-2
